numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07484;20140401054500;1018.000000;0;0.000000;271.950000;mq;mq;44;4;0;6;3;80;6;0;2;0.000000;mq;271.150000;mq;289.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07887;20140401065000;1500.000000;0;0.000000;277.350000;273.130000;74;0;0;0;1;0;8000;0;0;2;0.000000;mq;276.350000;mq;286.450000;0.900000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;1.400000;0.000000;mq;7;6;mq;2;mq;
07913;20140401065500;2320.000000;0;0.000000;271.150000;256.630000;32;0;0;0;5;0;8000;0;0;2;0.000000;mq;268.650000;mq;279.150000;0.500000;0.000000;-99;768.000000;3100.000000;mq;267.450000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;6;mq;mq;mq;
07589;20140401060000;1570.000000;0;0.000000;275.150000;mq;mq;0;0;0;4;0;8000;0;0;2;0.000000;mq;275.150000;mq;287.150000;0.300000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20140401062000;1327.000000;220;7.000000;279.150000;279.000000;99;0;0;0;5;2;1250;2;3;0;0.000000;mq;278.150000;mq;284.150000;0.050000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07900;20140401060000;2040.000000;180;2.000000;272.450000;264.530000;55;0;0;0;8;0;8000;0;0;2;0.000000;mq;270.950000;mq;282.750000;1.320000;0.000000;-99;768.000000;3100.000000;mq;272.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;3;mq;2;mq;
07489;20140401073000;970.000000;180;3.000000;283.150000;279.860000;80;0;0;0;7;0;8000;0;0;2;0.000000;mq;279.650000;mq;288.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07870;20140401070000;1650.000000;180;2.000000;279.050000;270.700000;55;0;0;0;5;0;8000;0;0;7;0.000000;mq;272.550000;mq;283.850000;0.790000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;6;mq;1;260.000000;
07873;20140401071500;1470.000000;0;0.000000;mq;mq;mq;0;0;0;4;0;8000;0;0;7;0.000000;mq;mq;mq;mq;0.350000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07878;20140401064000;1600.000000;0;0.000000;274.350000;268.500000;65;0;0;0;5;0;8000;0;0;2;0.000000;mq;272.650000;mq;287.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;1;0;0.000000;mq;0.000000;mq;0;0;0;mq;mq;
