numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07975;20121201081500;1420.000000;0;0.000000;262.250000;260.080000;84;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.150000;mq;268.650000;0.400000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07720;20121201080000;2880.000000;mq;mq;mq;mq;mq;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07933;20121201065900;1908.000000;40;1.000000;268.050000;264.650000;77;0;0;0;2;2;800;2;0;0;0.000000;mq;265.150000;mq;272.750000;0.380000;0.000000;-99;768.000000;3100.000000;mq;266.750000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;mq;mq;
07590;20121201064500;1270.000000;0;0.000000;266.250000;266.120000;99;0;0;0;8;8;450;6;/;/;0.000000;mq;266.150000;mq;270.750000;0.150000;0.000000;-99;768.000000;3100.000000;mq;271.950000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;20121201070000;1281.000000;0;0.000000;266.250000;262.570000;75;0;7;0;8;8;150;6;/;/;0.100000;mq;266.050000;mq;271.350000;0.200000;0.010000;-99;768.000000;3101.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07931;20121201065500;1665.000000;360;4.000000;267.950000;264.040000;74;0;0;0;1;1;1750;5;0;0;0.000000;mq;267.650000;mq;274.750000;0.060000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07458;20121201085000;1160.000000;0;0.000000;269.350000;268.240000;92;0;4;0;8;8;150;5;/;/;0.000000;mq;266.950000;mq;274.650000;0.140000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;2;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07484;20121201060000;1018.000000;0;0.000000;270.350000;269.090000;91;0;0;0;8;8;80;6;/;/;0.000000;mq;269.050000;mq;271.150000;0.300000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07876;20121201070000;1270.000000;0;0.000000;263.650000;261.750000;86;0;0;0;7;7;150;6;/;/;0.000000;mq;263.150000;mq;271.650000;0.210000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;20121201074000;1850.000000;0;0.000000;265.050000;263.270000;87;0;0;0;1;1;800;2;3;0;0.000000;mq;262.450000;mq;267.450000;0.350000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07912;20121201070000;1707.000000;0;0.000000;261.750000;260.580000;91;0;0;0;3;3;1250;0;3;0;0.000000;mq;261.150000;mq;266.750000;0.540000;0.000000;-99;768.000000;3100.000000;mq;263.550000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;2;mq;mq;mq;
07594;20121201081500;1850.000000;0;0.000000;269.250000;267.850000;90;0;7;0;8;8;30;6;/;/;0.100000;mq;268.750000;mq;269.850000;0.680000;0.010000;-99;768.000000;3101.000000;mq;271.050000;mq;0;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07489;20121201083000;970.000000;0;0.000000;270.150000;mq;mq;0;0;0;8;8;250;5;/;/;0.000000;mq;270.150000;mq;278.150000;0.180000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;20121201081000;1570.000000;0;0.000000;264.650000;mq;mq;0;0;0;1;1;3500;0;3;0;0.000000;mq;263.650000;mq;270.150000;0.250000;0.000000;-99;768.000000;3100.000000;mq;271.350000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;3;mq;1;mq;
07983;20121201083000;733.000000;0;0.000000;265.150000;265.150000;100;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.150000;mq;270.150000;0.090000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07499;20121201080000;1025.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.040000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07898;20121201074500;1080.000000;0;0.000000;268.150000;mq;mq;0;7;0;8;4;450;6;2;/;0.300000;267.650000;mq;273.150000;mq;0.060000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07729;20121201073000;636.000000;0;0.000000;271.150000;268.970000;85;0;0;0;8;8;450;6;/;/;0.000000;mq;269.350000;mq;278.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20121201070000;680.000000;0;0.000000;266.950000;264.380000;82;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.150000;mq;273.150000;0.020000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20121201074500;1000.000000;0;0.000000;266.150000;264.640000;89;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.150000;mq;275.950000;0.060000;0.000000;-99;768.000000;3100.000000;mq;261.850000;mq;mq;mq;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;5;mq;mq;mq;
07954;20121201065100;1115.000000;0;0.000000;265.050000;261.570000;76;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.150000;mq;275.150000;0.110000;0.000000;-99;768.000000;3100.000000;mq;264.450000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2;2;mq;mq;170.000000;
07608;20121201073000;1327.000000;0;0.000000;267.150000;267.020000;99;45;0;0;9;9;mq;/;/;/;0.000000;mq;266.150000;mq;268.150000;0.100000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;20121201130000;1281.000000;0;0.000000;271.650000;266.700000;69;0;0;0;4;4;800;2;2;0;mq;mq;mq;mq;mq;0.200000;0.000000;-50;750.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07590;20121201114500;1270.000000;0;0.000000;269.350000;269.220000;99;0;0;0;7;4;450;6;3;0;mq;mq;mq;mq;mq;0.150000;0.000000;-50;750.000000;3100.000000;mq;272.050000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
