numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07898;20110401063000;1080.000000;0;0.000000;275.150000;mq;mq;0;6;0;2;0;8000;0;0;2;2.300000;mq;274.650000;mq;284.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07975;20110401060500;1420.000000;0;0.000000;277.150000;271.980000;69;0;6;0;1;0;8000;0;0;2;1.300000;mq;276.650000;mq;283.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07927;20110401064000;2100.000000;0;0.000000;280.850000;263.470000;28;0;0;0;5;0;8000;0;0;2;0.000000;mq;276.250000;mq;281.150000;0.800000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07933;20110401061000;1900.000000;40;1.000000;276.350000;265.830000;46;0;0;0;2;0;8000;0;0;2;0.000000;mq;272.850000;mq;285.750000;0.400000;0.000000;-99;768.000000;3100.000000;mq;272.350000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07566;20110401064500;1795.000000;0;0.000000;273.150000;270.110000;80;0;6;0;2;0;8000;0;0;2;0.600000;mq;272.150000;mq;281.150000;0.670000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07815;20110401070000;2450.000000;0;0.000000;275.150000;268.200000;60;0;7;mq;0;0;mq;0;0;0;0.100000;mq;269.150000;mq;277.150000;1.000000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;7;4;mq;2;mq;
07892;20110401063000;1700.000000;0;0.000000;272.850000;271.860000;93;0;6;0;3;0;8000;0;0;2;3.100000;mq;271.950000;mq;281.550000;0.290000;0.000000;-99;768.000000;3100.000000;mq;272.050000;mq;0;2;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07896;20110401063000;1416.000000;0;0.000000;274.850000;274.280000;96;0;6;6;0;0;mq;0;0;0;3.600000;mq;273.350000;mq;285.250000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07907;20110401070000;1585.000000;0;0.000000;279.150000;277.950000;92;0;6;0;3;0;8000;0;0;2;1.900000;mq;275.150000;mq;282.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07912;20110401060000;1707.000000;40;2.000000;270.950000;268.610000;84;0;6;0;3;1;1250;0;7;2;1.800000;mq;270.050000;mq;280.250000;0.620000;0.000000;-99;768.000000;3100.000000;mq;271.450000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;7;6;mq;mq;mq;
07916;20110401070000;1620.000000;90;2.000000;277.350000;275.540000;88;0;6;0;4;0;8000;0;0;2;3.000000;mq;275.950000;mq;282.750000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07959;20110401064500;1860.000000;180;3.000000;279.950000;269.700000;48;0;4;0;1;0;8000;0;0;2;0.000000;mq;276.350000;mq;280.450000;0.810000;0.000000;-99;768.000000;3100.000000;mq;272.450000;mq;0;0;0;mq;mq;mq;mq;2;180;4.000000;mq;0.000000;mq;7;6;mq;2;mq;
07964;20110401070000;2020.000000;0;0.000000;275.650000;268.450000;59;0;0;0;0;0;mq;0;0;0;0.000000;mq;271.350000;mq;281.850000;1.050000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;3;mq;2;mq;
07897;20110401064000;1870.000000;0;0.000000;280.150000;mq;mq;0;6;4;3;0;8000;0;0;2;mq;mq;mq;mq;mq;0.750000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;0;0;mq;mq;mq;mq;2;20;7.000000;mq;mq;mq;7;6;mq;2;mq;
07456;20110401073000;2180.000000;0;0.000000;276.150000;267.250000;52;0;6;4;2;0;8000;0;0;2;0.800000;mq;271.150000;mq;279.150000;0.450000;0.000000;-99;768.000000;3100.000000;mq;272.350000;mq;0;0;0;mq;mq;mq;mq;3;0;0.000000;mq;mq;mq;6;6;mq;2;mq;
07863;20110401073000;2000.000000;0;0.000000;275.650000;269.740000;65;0;6;0;3;0;8000;0;0;2;1.100000;mq;272.150000;mq;279.650000;0.720000;0.000000;-99;768.000000;3100.000000;mq;272.250000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07884;20110401064500;1400.000000;0;0.000000;278.150000;277.570000;96;0;6;0;2;0;8000;0;0;2;3.500000;mq;275.150000;mq;286.150000;0.340000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;mq;mq;mq;6;6;mq;mq;mq;
07885;20110401072000;1610.000000;0;0.000000;281.750000;274.880000;62;0;6;0;7;0;8000;0;0;2;1.500000;mq;273.250000;mq;282.850000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;0;0;0;mq;mq;
