numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07590;20180101071000;1270.000000;0;0.000000;274.250000;273.540000;95;0;7;0;8;8;450;6;/;/;1.300000;mq;272.050000;mq;282.350000;0.840000;0.030000;-99;768.000000;3103.000000;mq;272.450000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07818;20180101071000;1250.000000;360;2.000000;271.150000;268.160000;80;0;7;0;6;6;450;5;7;0;10.000000;mq;270.950000;mq;284.150000;0.600000;0.100000;-99;768.000000;3110.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07856;20180101063000;1620.000000;0;0.000000;270.350000;269.660000;95;70;0;7;8;8;150;6;/;/;14.000000;mq;270.250000;mq;283.750000;1.250000;0.180000;-99;768.000000;3118.000000;mq;272.950000;mq;0;8;0;mq;mq;mq;mq;3;310;6.000000;3.100000;0.200000;mq;1;9;mq;0;80.000000;
07888;20180101061500;1800.000000;0;0.000000;269.350000;267.950000;90;0;7;4;7;4;450;6;7;2;5.800000;mq;268.650000;mq;283.750000;0.930000;0.070000;-99;768.000000;3107.000000;mq;270.750000;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;2;mq;0;100.000000;
07895;20180101064000;1970.000000;0;0.000000;268.150000;267.330000;94;70;7;3;8;8;450;0;2;/;7.700000;mq;268.150000;mq;280.750000;1.400000;0.100000;-99;768.000000;3110.000000;mq;270.150000;mq;0;1;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07900;20180101073000;2040.000000;0;0.000000;268.550000;265.460000;79;70;7;3;6;4;150;2;2;0;5.000000;mq;268.550000;mq;279.550000;1.440000;0.050000;-99;768.000000;3105.000000;mq;268.350000;mq;0;9;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;9;3;mq;0;120.000000;
07908;20180101061000;1970.000000;90;3.000000;269.150000;265.200000;74;70;7;0;9;9;mq;/;/;/;8.500000;mq;268.550000;mq;282.750000;1.400000;0.200000;-99;768.000000;3120.000000;mq;270.150000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;2;mq;mq;mq;
07917;20180101080000;1281.000000;0;0.000000;272.950000;270.570000;84;0;7;0;7;7;250;5;/;/;6.500000;270.950000;mq;280.150000;mq;0.200000;0.030000;-99;768.000000;3103.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20180101070500;1665.000000;90;2.000000;270.550000;267.080000;77;0;7;0;3;1;1750;5;3;2;4.700000;mq;270.050000;mq;281.650000;0.650000;0.050000;-99;768.000000;3105.000000;mq;270.650000;mq;0;mq;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;3;mq;mq;mq;
07954;20180101065800;1107.000000;0;0.000000;272.250000;270.970000;91;0;7;6;0;0;mq;0;0;0;2.300000;mq;272.250000;mq;290.450000;0.040000;0.010000;-99;768.000000;3101.000000;mq;272.150000;mq;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;9;mq;mq;mq;
07458;20180101072000;1152.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;8.200000;mq;mq;mq;mq;0.500000;0.050000;-99;768.000000;3105.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;20180101073000;1854.000000;80;1.000000;269.250000;264.210000;68;70;7;7;7;2;250;6;7;0;3.600000;mq;267.850000;mq;276.050000;1.450000;0.060000;-99;768.000000;3106.000000;mq;269.350000;mq;0;0;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07582;20180101083000;1350.000000;0;0.000000;272.850000;269.820000;80;73;7;0;9;9;mq;/;/;/;6.900000;mq;272.050000;mq;278.850000;0.980000;0.060000;-99;768.000000;3106.000000;mq;272.050000;mq;0;mq;mq;mq;mq;mq;mq;3;310;6.000000;1.600000;0.100000;mq;1;7;mq;2;mq;
07599;20180101081000;1240.000000;360;5.000000;274.850000;269.180000;66;0;7;6;1;1;800;6;0;0;3.000000;mq;273.650000;mq;281.050000;0.500000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;6;mq;mq;mq;
07608;20180101073000;1327.000000;270;7.000000;272.850000;265.130000;56;0;7;6;5;5;1750;0;4;2;14.600000;mq;272.050000;mq;278.150000;0.050000;0.050000;-99;768.000000;3105.000000;mq;mq;mq;mq;0;4;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07710;20180101073000;2060.000000;360;7.000000;267.850000;265.730000;85;71;7;0;6;2;800;5;1;/;1.200000;mq;267.650000;mq;281.250000;1.100000;mq;mq;768.000000;mq;mq;267.550000;mq;0;0;5;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;3;7;mq;1;180.000000;
07861;20180101080000;1635.000000;270;2.000000;271.150000;mq;mq;71;7;4;9;9;80;/;/;/;12.000000;mq;mq;mq;mq;1.500000;0.100000;-99;768.000000;3110.000000;mq;269.950000;mq;0;mq;0;mq;mq;mq;mq;3;270;2.000000;1.700000;0.100000;mq;9;2;mq;0;120.000000;
07872;20180101082000;1355.000000;320;2.000000;271.850000;mq;mq;0;7;4;8;8;150;5;/;/;mq;mq;271.150000;mq;282.150000;0.510000;0.080000;-99;768.000000;3108.000000;mq;271.650000;mq;0;0;4;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;2;mq;1;mq;
07876;20180101070000;1270.000000;0;0.000000;272.750000;mq;mq;70;7;4;9;9;mq;6;/;/;11.000000;mq;mq;mq;mq;1.280000;0.100000;-99;768.000000;3110.000000;mq;273.150000;mq;0;mq;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07881;20180101080000;2590.000000;360;4.000000;263.150000;261.110000;85;0;7;3;7;7;30;/;7;/;2.000000;mq;263.150000;mq;276.650000;1.650000;0.080000;-99;768.000000;3108.000000;mq;265.850000;mq;0;0;0;mq;mq;mq;mq;3;360;8.000000;mq;mq;mq;8;2;mq;0;160.000000;
07885;20180101083000;1610.000000;310;7.000000;270.150000;266.690000;77;70;7;0;7;7;30;5;/;/;6.500000;mq;269.350000;mq;280.250000;0.850000;0.080000;-99;768.000000;3108.000000;mq;272.750000;mq;0;5;5;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;9;mq;0;100.000000;
07892;20180101073000;1700.000000;0;0.000000;270.150000;269.880000;98;0;7;0;9;9;mq;/;/;/;7.600000;mq;268.250000;mq;275.850000;1.080000;0.100000;-99;768.000000;3110.000000;mq;270.250000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;1;100.000000;
07894;20180101074000;1350.000000;0;0.000000;271.650000;270.520000;92;0;7;0;7;7;800;5;/;/;7.800000;mq;271.450000;mq;278.550000;0.830000;0.080000;-99;768.000000;3108.000000;mq;273.050000;mq;0;1;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;1;80.000000;
07897;20180101073500;1870.000000;270;2.000000;269.450000;mq;mq;70;7;0;7;7;450;5;3;/;mq;mq;mq;mq;mq;1.600000;0.120000;-99;768.000000;3112.000000;mq;269.350000;mq;0;5;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;1;90.000000;
07898;20180101081500;1080.000000;0;0.000000;272.850000;mq;mq;0;7;6;7;7;450;6;/;/;8.700000;mq;270.850000;mq;277.650000;0.950000;0.030000;-99;768.000000;3103.000000;mq;272.950000;mq;0;mq;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;7;mq;2;mq;
