numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07484;19981101070000;1020.000000;0;0.000000;280.150000;mq;mq;0;6;4;8;mq;800;/;/;/;2.000000;276.650000;mq;284.450000;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07489;19981101070000;970.000000;130;2.000000;280.150000;mq;mq;60;6;0;8;8;450;5;/;/;8.500000;277.150000;mq;282.150000;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;19981101070000;1570.000000;0;0.000000;276.650000;mq;mq;63;6;0;8;8;450;5;/;/;4.600000;275.650000;mq;280.650000;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07592;19981101070000;1810.000000;290;10.200000;279.650000;mq;mq;61;0;0;2;0;mq;0;0;0;3.200000;276.150000;mq;286.150000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07593;19981101070000;1336.000000;40;2.000000;276.540000;276.120000;97;61;6;0;8;8;70;6;/;/;0.800000;mq;275.850000;mq;284.350000;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07594;19981101070000;1860.000000;270;2.000000;274.750000;274.610000;99;70;7;4;9;9;mq;/;/;/;3.000000;mq;271.650000;mq;282.040000;0.020000;mq;mq;3102.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;19981101070000;1327.000000;270;2.500000;280.650000;280.350000;98;0;0;0;8;6;1250;5;7;/;0.000000;mq;280.150000;mq;285.650000;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07720;19981101070000;2880.000000;mq;mq;mq;mq;mq;0;0;0;8;mq;mq;/;/;/;0.000000;mq;mq;mq;mq;mq;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07726;19981101070000;1380.000000;0;0.000000;277.650000;mq;mq;0;0;0;6;6;mq;0;3;0;0.000000;276.150000;mq;287.150000;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;19981101070000;1270.000000;0;0.000000;278.750000;278.610000;99;63;6;0;8;8;250;5;/;/;3.500000;mq;274.250000;mq;282.350000;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07918;19981101070000;1477.000000;310;1.000000;275.950000;275.810000;99;63;6;6;8;8;150;5;/;/;17.300000;mq;271.350000;mq;278.150000;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;19981101070000;1640.000000;0;0.000000;274.650000;273.640000;93;0;7;0;8;8;250;6;/;/;0.400000;mq;272.540000;mq;282.150000;0.010000;mq;mq;3101.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07933;19981101070000;1900.000000;220;0.500000;274.950000;273.180000;88;0;6;0;8;6;450;5;3;/;0.800000;mq;272.850000;mq;281.650000;mq;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07983;19981101070000;733.000000;0;0.000000;283.150000;mq;mq;0;0;0;7;7;2250;0;7;/;0.000000;273.150000;mq;289.150000;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07489;19981101110000;970.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;19981101110000;1570.000000;0;0.000000;277.650000;mq;mq;60;6;6;8;8;450;5;/;/;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07593;19981101110000;1336.000000;60;4.100000;278.450000;278.310000;99;60;6;6;8;6;150;6;7;/;mq;mq;mq;mq;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07594;19981101110000;1860.000000;270;3.000000;277.350000;277.210000;99;0;7;4;9;9;mq;/;/;/;mq;mq;mq;mq;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;19981101110000;1270.000000;0;0.000000;280.950000;280.350000;96;63;6;0;8;8;70;0;2;/;mq;mq;mq;mq;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07918;19981101110000;1477.000000;0;0.000000;278.250000;277.960000;98;60;6;0;8;8;1250;5;/;/;mq;mq;mq;mq;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;19981101110000;1640.000000;0;0.000000;276.450000;275.280000;92;60;6;0;9;9;mq;/;/;/;mq;mq;mq;mq;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;19981101130000;1327.000000;0;0.000000;281.150000;281.000000;99;45;6;6;9;9;mq;/;/;/;mq;mq;mq;mq;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07484;19981102070000;1020.000000;0;0.000000;273.650000;mq;mq;45;6;0;9;mq;mq;/;/;/;12.800000;273.650000;mq;283.850000;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
