numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07484;20110201060000;1018.000000;0;0.000000;267.550000;266.600000;93;71;7;0;8;8;80;6;/;/;0.200000;mq;264.350000;mq;274.650000;0.010000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07746;20110201073000;1600.000000;0;0.000000;269.150000;265.200000;74;0;7;0;2;2;1250;0;3;0;0.100000;mq;266.150000;mq;271.150000;0.070000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;8;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20110201070000;680.000000;0;0.000000;271.950000;270.220000;88;0;7;0;8;8;450;6;/;/;0.700000;mq;271.950000;mq;278.150000;0.010000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20110201073500;1000.000000;0;0.000000;269.150000;269.150000;100;0;0;0;4;3;450;6;0;2;0.000000;mq;269.150000;mq;276.350000;0.020000;0.000000;-99;768.000000;3100.000000;mq;266.450000;mq;mq;mq;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;3;mq;mq;mq;
07973;20110201072000;1500.000000;220;2.000000;271.150000;266.410000;70;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.650000;mq;271.650000;0.170000;0.000000;-99;768.000000;3100.000000;mq;270.150000;mq;0;8;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;2;mq;2;mq;
07974;20110201073000;1500.000000;0;0.000000;269.150000;264.490000;70;0;7;0;0;0;mq;0;0;0;0.100000;mq;266.150000;mq;272.150000;0.170000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;4;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07720;20110201080000;2880.000000;90;2.000000;mq;mq;mq;0;0;0;1;1;1250;0;3;0;mq;mq;mq;mq;mq;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;4;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07726;20110201080000;1380.000000;40;2.000000;262.650000;mq;mq;0;0;0;3;0;8000;0;0;2;0.000000;mq;260.150000;mq;272.150000;0.250000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;20110201071500;1850.000000;0;0.000000;265.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.950000;mq;273.150000;0.500000;0.000000;-99;768.000000;3100.000000;mq;265.750000;mq;0;mq;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;3;mq;mq;mq;
07871;20110201070000;1150.000000;0;0.000000;266.150000;266.150000;100;49;4;0;9;9;mq;/;/;/;0.000000;mq;265.150000;mq;273.150000;0.030000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;mq;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;mq;mq;
07889;20110201074500;1800.000000;0;0.000000;269.150000;260.500000;51;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.150000;mq;274.650000;0.380000;0.000000;-99;768.000000;3100.000000;mq;266.750000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;4;4;mq;mq;mq;
07892;20110201075500;1700.000000;0;0.000000;265.650000;263.260000;83;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.650000;mq;274.950000;0.580000;0.000000;-99;768.000000;3100.000000;mq;263.050000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;8;4;mq;2;mq;
07894;20110201072000;1350.000000;0;0.000000;269.550000;262.480000;58;0;0;0;1;1;1750;2;0;0;0.000000;mq;266.650000;mq;279.650000;0.210000;0.000000;-99;768.000000;3100.000000;mq;267.250000;mq;0;8;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;5;mq;2;mq;
07896;20110201072500;1416.000000;0;0.000000;266.650000;264.090000;82;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.650000;mq;279.650000;0.310000;0.000000;-99;768.000000;3100.000000;mq;263.650000;mq;0;0;0;mq;mq;mq;mq;2;130;4.000000;mq;mq;mq;8;5;mq;2;mq;
07901;20110201070000;1870.000000;360;2.000000;270.250000;260.240000;46;0;0;0;1;1;1250;0;3;0;0.000000;mq;269.250000;mq;274.850000;0.450000;0.000000;-99;768.000000;3100.000000;mq;266.150000;mq;0;8;0;mq;mq;mq;mq;1;360;10.000000;1.000000;0.000000;mq;6;4;mq;2;mq;
07904;20110201070000;2080.000000;0;0.000000;262.850000;254.410000;50;0;0;0;1;1;1750;0;3;0;0.000000;mq;262.550000;mq;272.750000;0.610000;0.000000;-99;768.000000;3100.000000;mq;262.750000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;8;4;mq;mq;mq;
07913;20110201080000;2320.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07955;20110201074500;1840.000000;220;2.000000;265.050000;261.230000;74;0;0;0;2;0;8000;0;0;2;0.000000;mq;262.550000;mq;268.050000;0.400000;0.000000;-99;768.000000;3100.000000;mq;264.650000;mq;0;0;5;mq;mq;mq;mq;3;220;2.000000;1.400000;0.000000;mq;1;2;mq;1;160.000000;
07986;20110201074500;1623.000000;40;5.000000;271.050000;267.560000;77;0;0;0;7;4;1250;0;3;2;0.000000;mq;266.050000;mq;275.050000;0.720000;0.000000;-99;768.000000;3100.000000;mq;270.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;8;2;mq;mq;mq;
07566;20110201075000;1795.000000;0;0.000000;265.150000;256.780000;51;0;7;0;1;0;8000;0;0;2;0.500000;mq;264.150000;mq;274.150000;0.590000;0.010000;-99;768.000000;3101.000000;mq;265.850000;mq;0;0;2;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;4;mq;2;mq;
07815;20110201080000;2450.000000;0;0.000000;263.650000;258.290000;65;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.150000;mq;269.150000;0.750000;0.000000;-99;768.000000;3100.000000;mq;264.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;1;5;mq;2;mq;
07888;20110201073000;1800.000000;0;0.000000;269.650000;260.470000;49;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.650000;mq;278.150000;0.300000;0.000000;-99;768.000000;3100.000000;mq;266.650000;mq;0;7;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;8;7;mq;2;mq;
