numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07726;19980301070000;1380.000000;180;5.100000;271.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;270.650000;mq;285.650000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07456;19980301080000;2180.000000;310;12.800000;268.950000;266.340000;82;16;4;0;6;6;450;5;0;2;0.000000;mq;267.150000;mq;274.650000;0.490000;mq;mq;3100.000000;mq;mq;270.150000;8;0;3;9;0;0;0;0;2;310;25.000000;mq;mq;mq;7;7;mq;mq;mq;
07457;19980301080000;790.000000;0;0.000000;275.150000;mq;mq;0;7;6;8;2;1750;6;7;/;2.000000;273.250000;mq;280.150000;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07458;19980301080000;1150.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;2.900000;mq;mq;mq;mq;0.050000;mq;mq;3102.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07484;19980301080000;1020.000000;0;0.000000;275.150000;mq;mq;0;0;0;8;mq;mq;/;/;/;0.000000;275.150000;mq;278.150000;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07489;19980301080000;970.000000;0;0.000000;277.150000;mq;mq;0;0;0;9;9;mq;/;/;/;0.000000;274.150000;mq;279.150000;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;19980301080000;1850.000000;180;1.000000;270.540000;266.380000;73;0;0;0;8;8;1250;0;7;/;0.000000;mq;268.150000;mq;276.150000;0.850000;mq;mq;3100.000000;mq;mq;270.250000;7;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;7;6;0;mq;mq;
07499;19980301080000;1050.000000;mq;mq;mq;mq;mq;60;6;0;mq;mq;mq;/;/;/;0.100000;mq;mq;mq;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07566;19980301080000;1795.000000;270;7.700000;272.150000;264.480000;56;16;0;0;7;7;800;0;7;/;0.000000;mq;268.650000;mq;277.650000;0.800000;mq;mq;3100.000000;mq;mq;270.350000;7;mq;mq;8;0;0;0;0;2;mq;mq;mq;mq;mq;7;6;0;mq;mq;
07567;19980301080000;2100.000000;40;1.000000;269.650000;mq;mq;16;7;4;7;7;250;5;/;/;0.200000;mq;266.650000;mq;275.250000;0.850000;mq;mq;3101.000000;mq;mq;267.350000;0;0;0;mq;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;19980301080000;1570.000000;0;0.000000;271.150000;mq;mq;0;0;0;6;2;800;5;3;2;0.000000;mq;270.150000;mq;279.150000;0.350000;mq;mq;3100.000000;mq;mq;271.150000;8;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
