numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07566;20190301071500;1795.000000;90;2.000000;272.050000;261.610000;45;0;0;0;2;2;1750;0;3;2;0.000000;mq;267.750000;mq;283.050000;0.700000;0.000000;-99;768.000000;3100.000000;mq;272.450000;mq;0;mq;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;6;mq;mq;mq;
07872;20190301071500;1355.000000;0;0.000000;272.150000;267.370000;70;0;0;0;2;1;450;2;3;7;0.000000;mq;271.550000;mq;280.150000;0.450000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;0;0;mq;mq;mq;mq;2;360;5.000000;mq;mq;mq;8;6;mq;2;mq;
07896;20190301073000;1416.000000;0;0.000000;273.650000;264.680000;51;0;0;0;2;0;8000;0;0;2;0.000000;mq;272.150000;mq;288.650000;0.790000;0.000000;-99;768.000000;3100.000000;mq;272.750000;mq;0;2;0;mq;mq;mq;mq;2;270;1.000000;mq;mq;mq;7;4;mq;2;mq;
07897;20190301072000;1870.000000;220;3.000000;271.850000;mq;mq;0;0;0;7;7;30;6;3;2;mq;mq;mq;mq;mq;1.100000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;2;130;3.000000;mq;mq;mq;7;3;mq;1;300.000000;
07900;20190301065500;2040.000000;0;0.000000;270.550000;262.980000;56;0;0;0;6;3;450;2;3;0;0.000000;mq;269.750000;mq;279.950000;1.270000;0.000000;-99;768.000000;3100.000000;mq;268.450000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;4;mq;2;260.000000;
07901;20190301070000;1867.000000;0;0.000000;270.850000;268.980000;87;0;0;0;6;1;150;2;7;9;0.000000;mq;270.550000;mq;282.750000;0.870000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;3;0;mq;mq;mq;mq;2;0;0.000000;2.100000;0.000000;mq;7;6;mq;2;mq;
07909;20190301073000;1700.000000;0;0.000000;272.250000;263.130000;50;0;7;0;4;1;2600;5;3;0;0.000000;mq;271.050000;mq;282.250000;1.450000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;3;mq;2;mq;
07911;20190301073000;1620.000000;220;2.000000;273.250000;mq;mq;0;0;0;7;7;30;2;/;/;0.000000;mq;273.250000;mq;281.250000;1.070000;0.000000;-99;768.000000;3100.000000;mq;272.450000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07931;20190301065500;1665.000000;90;2.000000;271.350000;259.820000;41;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.850000;mq;286.650000;0.160000;0.000000;-99;768.000000;3100.000000;mq;269.150000;mq;0;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07941;20190301074000;1630.000000;0;0.000000;280.050000;259.770000;22;0;0;0;0;0;mq;0;0;0;0.000000;mq;274.150000;mq;287.050000;0.500000;0.000000;-99;768.000000;3100.000000;mq;270.550000;mq;0;mq;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;0;mq;mq;mq;
07945;20190301070000;1270.000000;0;0.000000;271.750000;265.820000;64;0;0;0;0;0;mq;0;0;0;0.000000;mq;271.550000;mq;290.750000;0.400000;0.000000;-99;768.000000;3100.000000;mq;270.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07966;20190301071000;1000.000000;0;0.000000;275.050000;272.960000;86;0;0;0;8;8;450;6;/;/;0.000000;mq;274.750000;mq;288.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07393;20190301073000;2196.000000;180;10.000000;269.750000;264.110000;65;48;0;0;5;5;30;5;2;9;mq;mq;mq;mq;mq;1.050000;0.000000;-99;768.000000;3100.000000;mq;270.650000;mq;0;2;0;mq;mq;mq;mq;2;180;8.000000;0.710000;0.000000;mq;7;6;mq;mq;mq;
07498;20190301073000;1854.000000;200;3.000000;270.050000;265.540000;71;0;0;0;6;6;1250;6;3;0;0.000000;mq;269.750000;mq;280.550000;1.040000;0.000000;-99;768.000000;3100.000000;mq;271.050000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;6;mq;mq;mq;
07861;20190301074000;1635.000000;130;2.000000;275.650000;mq;mq;0;0;0;8;8;150;5;/;/;mq;mq;mq;mq;mq;0.800000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;mq;0;mq;mq;mq;mq;2;130;7.000000;1.100000;0.000000;mq;7;6;mq;mq;mq;
07888;20190301071200;1800.000000;310;2.000000;271.850000;267.450000;72;0;0;0;1;0;1750;0;0;2;0.000000;mq;271.350000;mq;284.050000;0.500000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07904;20190301064500;2080.000000;230;5.000000;270.150000;264.500000;65;0;0;0;6;4;800;5;0;2;0.000000;mq;269.050000;mq;279.650000;1.290000;0.000000;-99;768.000000;3100.000000;mq;269.150000;mq;0;3;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;4;mq;1;240.000000;
