numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07592;20021201060000;1810.000000;0;0.000000;268.650000;mq;mq;0;0;0;1;0;mq;0;0;2;0.000000;267.650000;mq;277.150000;mq;0.190000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07597;20021201060000;1610.000000;0;0.000000;271.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;271.150000;mq;278.150000;mq;0.010000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20021201070000;1327.000000;0;0.000000;277.150000;277.010000;99;65;6;6;9;9;450;/;/;/;11.300000;mq;273.150000;mq;279.150000;0.050000;mq;mq;3100.000000;mq;mq;272.750000;5;0;0;mq;0;0;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20021201070000;1115.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07973;20021201070000;1480.000000;90;2.600000;277.150000;276.570000;96;60;7;6;8;8;800;5;/;/;14.000000;mq;271.650000;mq;277.150000;0.000000;mq;mq;3100.000000;mq;mq;271.950000;2;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07975;20021201070000;1420.000000;0;0.000000;272.650000;271.210000;90;0;7;6;8;8;1250;0;7;0;5.000000;mq;272.650000;mq;273.650000;0.000000;mq;mq;3100.000000;mq;mq;272.650000;2;0;0;0;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07983;20021201070000;733.000000;0;0.000000;277.150000;mq;mq;0;6;3;8;8;80;6;/;/;11.000000;275.150000;mq;278.150000;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20021201080000;790.000000;360;2.600000;273.150000;mq;mq;0;6;0;0;0;mq;0;0;0;10.000000;271.650000;mq;277.650000;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07458;20021201080000;1160.000000;0;0.000000;271.250000;269.980000;91;0;6;0;3;1;2250;0;3;2;3.000000;mq;271.050000;mq;274.750000;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07484;20021201080000;1050.000000;0;0.000000;271.650000;mq;mq;0;6;mq;4;mq;1250;/;/;/;3.400000;271.650000;mq;276.650000;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;20021201080000;1850.000000;130;0.500000;262.950000;258.520000;70;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.150000;mq;271.650000;0.150000;mq;mq;3100.000000;mq;mq;266.350000;0;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;1;1;0;mq;mq;
07589;20021201080000;1570.000000;0;0.000000;270.150000;mq;mq;0;4;0;1;0;8000;0;0;2;0.000000;268.150000;mq;275.150000;mq;0.020000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20021201080000;1265.000000;0;0.000000;268.950000;266.020000;80;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.650000;mq;276.050000;0.010000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07593;20021201080000;1336.000000;0;0.000000;268.450000;264.700000;75;0;0;0;1;0;8000;0;0;2;0.000000;mq;268.250000;mq;280.950000;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07594;20021201080000;1860.000000;0;0.000000;265.750000;259.720000;62;0;0;0;1;0;2250;0;0;2;0.000000;mq;265.450000;mq;273.350000;0.490000;mq;mq;3100.000000;mq;mq;264.650000;1;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07720;20021201080000;2880.000000;mq;mq;mq;mq;mq;71;7;7;9;mq;mq;/;/;/;mq;mq;mq;mq;mq;mq;mq;mq;3120.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07726;20021201080000;1380.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07858;20021201080000;1850.000000;0;0.000000;266.250000;263.380000;80;0;0;0;1;0;8000;0;0;2;mq;mq;265.350000;mq;272.450000;0.450000;mq;mq;3100.000000;mq;mq;mq;0;0;0;0;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07875;20021201080000;1860.000000;360;1.500000;265.150000;mq;mq;0;0;0;3;0;8000;0;0;2;0.000000;mq;mq;mq;mq;0.250000;mq;mq;3100.000000;mq;mq;268.150000;1;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;8;1;mq;1;110.000000;
07876;20021201080000;1270.000000;0;0.000000;269.150000;mq;mq;0;6;0;2;0;2250;0;0;2;5.000000;269.150000;mq;277.650000;mq;0.030000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07895;20021201080000;1990.000000;0;0.000000;264.150000;255.610000;50;0;7;0;1;0;8000;0;0;2;0.400000;mq;263.150000;mq;270.650000;0.430000;mq;mq;3101.000000;mq;mq;262.950000;1;0;0;0;0;0;0;0;1;mq;mq;mq;mq;mq;1;8;mq;1;70.000000;
07898;20021201080000;1104.000000;220;2.600000;271.150000;mq;mq;0;0;0;0;0;mq;0;0;0;1.000000;270.150000;mq;276.150000;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07904;20021201080000;2086.000000;0;0.000000;261.650000;255.820000;62;0;0;0;0;0;mq;0;0;0;0.000000;mq;261.650000;mq;269.650000;0.280000;mq;mq;3100.000000;mq;mq;265.650000;1;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;1;2;0;mq;mq;
