numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07590;20200301064500;1270.000000;0;0.000000;274.250000;270.840000;78;0;7;6;8;3;1250;6;7;/;21.300000;mq;270.350000;mq;278.350000;0.170000;0.010000;-99;768.000000;3101.000000;mq;272.350000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07599;20200301072000;1240.000000;180;2.000000;273.550000;272.250000;91;0;7;6;8;8;450;6;/;/;20.400000;mq;273.250000;mq;277.450000;0.050000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6;6;mq;mq;mq;
07818;20200301070000;1250.000000;0;0.000000;274.150000;mq;mq;0;6;0;6;6;3500;0;3;0;23.000000;mq;274.150000;mq;278.150000;0.100000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;mq;0;mq;mq;mq;mq;2;220;7.000000;0.900000;0.080000;mq;0;0;0;mq;mq;
07877;20200301074000;1645.000000;0;0.000000;271.050000;257.270000;34;0;7;0;3;0;2250;0;0;2;9.300000;mq;270.650000;mq;278.950000;0.500000;0.040000;-99;768.000000;3104.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;6;mq;2;mq;
07897;20200301072000;1870.000000;0;0.000000;mq;mq;mq;0;7;3;8;8;1250;0;3;/;mq;mq;mq;mq;mq;1.900000;0.260000;-99;768.000000;3126.000000;mq;271.950000;mq;0;0;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;2;mq;0;120.000000;
07931;20200301065000;1665.000000;90;1.000000;272.250000;270.820000;90;70;7;6;8;8;150;5;/;/;15.600000;mq;272.050000;mq;276.350000;0.370000;0.150000;-99;768.000000;3115.000000;mq;272.850000;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07856;20200301063000;1620.000000;0;0.000000;272.950000;269.410000;77;0;6;7;8;7;3500;0;2;2;17.800000;mq;272.550000;mq;281.750000;1.100000;0.080000;-99;768.000000;3108.000000;mq;272.950000;mq;0;0;0;mq;mq;mq;mq;3;220;6.000000;3.550000;0.200000;mq;2;6;mq;0;80.000000;
07965;20200301074200;1460.000000;0;0.000000;277.050000;271.880000;69;0;6;4;1;1;1250;6;0;0;1.100000;mq;277.050000;mq;286.050000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;8;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07966;20200301070000;1000.000000;0;0.000000;274.650000;273.640000;93;0;6;0;1;1;2250;2;0;0;2.000000;mq;274.550000;mq;290.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07970;20200301074500;1789.000000;0;0.000000;mq;mq;26;0;4;0;1;1;1250;0;7;0;2.100000;mq;mq;mq;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07454;20200301080000;1535.000000;mq;mq;mq;mq;mq;0;7;6;mq;mq;mq;/;/;/;18.600000;mq;mq;mq;mq;0.570000;0.050000;-99;768.000000;3105.000000;mq;272.950000;mq;0;0;7;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;9;6;mq;mq;mq;
07498;20200301073000;1854.000000;180;1.000000;270.650000;267.340000;78;0;7;7;6;6;1250;0;3;0;11.500000;mq;270.050000;mq;279.750000;1.450000;0.000000;-99;768.000000;3100.000000;mq;272.850000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07499;20200301070000;1025.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.020000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07696;20200301070000;1850.000000;0;0.000000;274.350000;270.230000;74;88;7;mq;8;8;250;5;/;/;11.200000;mq;mq;mq;277.350000;0.100000;0.100000;-99;768.000000;3110.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07721;20200301080000;1747.000000;220;2.000000;272.550000;270.810000;88;0;7;6;4;0;8000;0;0;2;18.200000;mq;270.950000;mq;279.450000;1.090000;0.100000;-99;768.000000;3110.000000;mq;271.950000;mq;0;0;0;mq;mq;mq;mq;3;220;7.000000;1.580000;0.180000;mq;1;1;mq;1;mq;
07815;20200301080000;2356.000000;0;0.000000;268.950000;mq;mq;0;3;7;3;3;800;2;0;0;14.200000;mq;267.950000;mq;274.950000;2.000000;0.190000;-99;768.000000;3119.000000;mq;270.050000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;9;mq;1;80.000000;
07881;20200301074500;2590.000000;220;3.000000;265.550000;264.480000;92;0;7;3;7;7;1750;0;3;0;15.900000;mq;265.450000;mq;270.050000;1.580000;0.250000;-99;768.000000;3125.000000;mq;269.350000;mq;0;0;0;mq;mq;mq;mq;3;310;5.000000;mq;mq;mq;1;9;mq;0;80.000000;
07884;20200301071500;1400.000000;0;0.000000;273.150000;mq;mq;0;6;7;4;3;1750;0;7;2;35.200000;mq;268.150000;mq;279.650000;1.040000;0.040000;-99;768.000000;3104.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;6;mq;mq;mq;
07889;20200301074000;1800.000000;0;0.000000;270.950000;270.400000;96;44;6;6;9;9;mq;/;/;/;15.900000;mq;270.650000;mq;278.950000;0.900000;0.130000;-99;768.000000;3113.000000;mq;272.950000;mq;0;mq;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07890;20200301080600;2200.000000;0;0.000000;268.450000;268.180000;98;0;7;3;5;4;1250;2;3;0;6.600000;mq;260.650000;mq;274.650000;2.000000;0.070000;-99;768.000000;3107.000000;mq;269.950000;mq;0;0;0;mq;mq;mq;mq;3;0;0.000000;mq;mq;mq;2;3;mq;2;mq;
07892;20200301073000;1700.000000;0;0.000000;273.850000;272.700000;92;0;7;6;6;6;2250;0;3;0;16.400000;mq;271.750000;mq;278.750000;1.140000;0.160000;-99;768.000000;3116.000000;mq;272.650000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;1;80.000000;
07895;20200301064500;1970.000000;0;0.000000;270.350000;268.640000;88;0;7;0;7;1;250;6;3;/;16.700000;mq;mq;mq;277.150000;1.950000;0.220000;-99;768.000000;3122.000000;mq;272.150000;mq;0;1;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;0;70.000000;
07896;20200301071000;1416.000000;0;0.000000;273.550000;272.700000;94;0;6;7;6;6;3500;0;2;0;15.000000;mq;273.050000;mq;282.250000;0.900000;0.090000;-99;768.000000;3109.000000;mq;273.050000;mq;0;mq;mq;mq;mq;mq;mq;3;270;3.000000;mq;mq;mq;9;2;mq;0;180.000000;
07900;20200301064500;2040.000000;180;3.000000;268.850000;265.080000;75;45;7;7;9;9;mq;/;/;/;23.500000;mq;268.750000;mq;275.950000;2.760000;0.250000;-99;768.000000;3125.000000;mq;270.650000;mq;0;mq;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;2;3;mq;0;80.000000;
07901;20200301070000;1867.000000;0;0.000000;270.050000;269.360000;95;0;7;0;6;1;30;2;3;2;22.600000;mq;269.950000;mq;278.650000;2.230000;0.290000;-99;768.000000;3129.000000;mq;271.550000;mq;0;2;0;mq;mq;mq;mq;3;0;0.000000;mq;mq;mq;1;1;mq;0;70.000000;
07909;20200301080000;1700.000000;180;1.000000;273.450000;271.230000;85;0;7;6;3;3;2250;5;0;0;15.400000;mq;271.250000;mq;276.950000;1.550000;0.060000;-99;768.000000;3106.000000;mq;272.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;6;mq;2;mq;
07920;20200301080000;1720.000000;0;0.000000;271.950000;271.670000;98;0;7;6;5;5;1750;0;3;/;19.000000;mq;270.550000;mq;276.250000;1.120000;0.130000;-99;768.000000;3113.000000;mq;272.750000;mq;0;0;0;mq;mq;mq;mq;3;0;0.000000;1.750000;0.150000;mq;1;9;mq;0;120.000000;
07939;20200301074000;1860.000000;0;0.000000;274.250000;272.170000;86;70;7;6;8;8;800;0;1;/;5.000000;mq;273.250000;mq;275.850000;0.950000;0.040000;-99;768.000000;3104.000000;mq;271.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;1.370000;0.040000;mq;1;7;mq;mq;mq;
07941;20200301074500;1630.000000;0;0.000000;274.450000;272.840000;89;0;7;6;8;7;1250;0;3;/;1.000000;mq;273.650000;mq;275.650000;0.380000;0.010000;-99;768.000000;3101.000000;mq;272.950000;mq;0;mq;mq;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;7;mq;2;mq;
07942;20200301080000;1910.000000;0;0.000000;273.150000;273.010000;99;71;7;4;9;9;mq;/;/;/;7.700000;mq;272.750000;mq;273.750000;0.920000;0.080000;-99;768.000000;3108.000000;mq;271.050000;mq;0;mq;mq;mq;mq;mq;mq;1;0;0.000000;mq;mq;mq;1;2;mq;1;110.000000;
07943;20200301075500;1650.000000;180;15.000000;274.850000;272.440000;84;0;6;4;7;5;250;2;1;0;3.300000;mq;273.550000;mq;278.850000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07950;20200301080500;1600.000000;270;7.000000;277.150000;268.680000;54;0;7;6;7;7;1250;0;7;/;4.600000;mq;275.150000;mq;281.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07954;20200301055500;1107.000000;0;0.000000;274.650000;273.790000;94;0;6;0;1;1;800;5;0;0;1.100000;mq;274.250000;mq;290.250000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07955;20200301074000;1840.000000;180;7.000000;273.750000;269.650000;74;88;7;7;7;5;450;6;7;/;2.100000;mq;272.450000;mq;277.250000;0.340000;0.010000;-99;768.000000;3101.000000;mq;272.950000;mq;0;0;mq;mq;mq;mq;mq;2;180;10.000000;1.330000;0.010000;mq;7;6;mq;2;mq;
07959;20200301074000;1860.000000;270;2.000000;mq;mq;mq;0;6;7;4;4;800;0;7;0;0.500000;mq;mq;mq;mq;0.090000;0.010000;-99;768.000000;3101.000000;mq;272.950000;mq;0;0;0;mq;mq;mq;mq;1;270;10.000000;mq;0.010000;mq;2;6;mq;2;mq;
07968;20200301081500;1569.000000;0;0.000000;278.050000;273.810000;74;0;4;6;4;3;1250;0;3;2;0.500000;mq;272.350000;mq;284.850000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;1;220;20.000000;0.780000;0.000000;mq;0;0;0;mq;mq;
07969;20200301075000;1763.000000;220;1.000000;274.250000;264.720000;49;0;4;6;1;1;1250;0;3;0;0.100000;mq;271.350000;mq;283.350000;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;1;220;2.000000;mq;mq;mq;8;8;mq;mq;mq;
07974;20200301073000;1500.000000;0;0.000000;272.250000;271.410000;94;0;6;7;0;0;mq;0;0;0;1.900000;mq;272.050000;mq;287.250000;0.010000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07981;20200301082300;2108.000000;220;3.000000;271.250000;270.270000;93;45;7;0;mq;mq;mq;/;/;/;mq;mq;271.250000;mq;279.450000;0.610000;0.010000;-99;768.000000;3101.000000;mq;272.950000;mq;0;mq;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07393;20200301074000;2196.000000;130;8.000000;267.950000;mq;mq;48;7;4;6;6;1250;5;3;9;mq;mq;267.850000;mq;274.650000;2.050000;0.160000;-99;768.000000;3116.000000;mq;270.550000;mq;0;2;3;mq;mq;mq;mq;3;130;5.000000;1.350000;0.250000;mq;2;1;mq;mq;mq;
07575;20200301080000;2134.000000;270;2.000000;270.650000;268.480000;85;0;7;4;3;2;450;5;3;0;11.300000;mq;269.350000;mq;275.250000;1.310000;0.130000;-99;768.000000;3113.000000;mq;272.350000;mq;0;0;4;mq;mq;mq;mq;3;310;6.000000;1.450000;0.070000;mq;1;9;mq;0;110.000000;
07589;20200301083000;1570.000000;0;0.000000;273.650000;mq;mq;0;7;6;7;7;3500;0;7;/;16.500000;mq;272.150000;mq;280.150000;0.450000;0.150000;-99;768.000000;3115.000000;mq;272.450000;mq;0;5;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;4;mq;0;mq;
07875;20200301082100;1860.000000;0;0.000000;271.650000;269.610000;86;0;7;6;6;6;1750;0;3;/;15.700000;mq;270.150000;mq;276.650000;1.880000;0.110000;-99;768.000000;3111.000000;mq;271.850000;mq;0;0;mq;mq;mq;mq;mq;3;360;9.000000;mq;mq;mq;1;9;mq;0;90.000000;
07876;20200301075000;1270.000000;0;0.000000;274.350000;mq;mq;0;7;6;4;4;800;2;/;/;26.200000;mq;mq;mq;mq;0.350000;0.020000;-99;768.000000;3102.000000;mq;273.050000;mq;0;0;0;mq;mq;mq;mq;3;0;0.000000;mq;mq;mq;2;6;mq;mq;mq;
07882;20200301082000;1390.000000;0;0.000000;273.950000;273.240000;95;0;7;6;5;1;150;6;0;9;9.500000;mq;273.050000;mq;278.650000;0.200000;0.020000;-99;768.000000;3102.000000;mq;273.150000;mq;0;1;7;mq;mq;mq;mq;3;0;0.000000;0.780000;0.070000;mq;2;9;mq;2;mq;
07908;20200301053000;1970.000000;220;5.000000;269.950000;268.980000;93;0;7;3;8;8;450;0;7;/;5.800000;mq;269.950000;mq;278.450000;1.580000;0.200000;-99;768.000000;3120.000000;mq;271.450000;mq;0;0;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;mq;mq;
07919;20200301080000;2130.000000;0;0.000000;271.050000;268.390000;82;0;7;4;8;8;800;2;3;/;23.800000;mq;269.950000;mq;273.450000;1.650000;0.240000;-99;768.000000;3124.000000;mq;271.050000;mq;0;3;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;3;mq;0;110.000000;
07921;20200301083600;1680.000000;0;0.000000;273.850000;273.430000;97;0;7;6;7;7;150;6;7;0;17.000000;mq;271.950000;mq;276.150000;1.280000;0.220000;-99;768.000000;3122.000000;mq;273.150000;mq;0;2;mq;mq;mq;mq;mq;3;mq;mq;mq;0.300000;mq;1;1;mq;mq;mq;
07925;20200301080000;1905.000000;0;0.000000;271.950000;269.750000;85;0;7;0;5;4;80;6;7;2;12.800000;mq;270.550000;mq;276.250000;0.950000;0.180000;-99;768.000000;3118.000000;mq;272.550000;mq;0;8;0;mq;mq;mq;mq;3;0;0.000000;1.370000;0.180000;mq;1;1;mq;0;80.000000;
07952;20200301075000;1840.000000;270;7.000000;273.850000;mq;mq;0;7;mq;6;1;3500;0;3;2;mq;mq;mq;mq;mq;0.700000;0.010000;-99;768.000000;3101.000000;mq;273.050000;mq;0;0;4;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;3;mq;mq;mq;
07960;20200301080000;1590.000000;310;2.000000;277.050000;270.860000;64;0;6;7;4;3;1250;0;3;2;2.900000;mq;272.250000;mq;283.350000;0.010000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;9;mq;mq;mq;mq;
07980;20200301084000;2124.000000;220;8.000000;270.750000;269.480000;91;45;4;0;9;9;mq;/;/;/;0.000000;mq;mq;mq;mq;0.200000;0.000000;-99;768.000000;3100.000000;mq;272.150000;mq;0;mq;9;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07863;20200301085500;2000.000000;0;0.000000;269.050000;267.360000;88;0;7;4;3;3;1750;0;3;0;7.500000;mq;269.050000;mq;276.250000;1.200000;0.110000;-99;768.000000;3111.000000;mq;271.350000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;9;2;mq;0;80.000000;
07885;20200301090000;1610.000000;0;0.000000;278.550000;273.120000;68;0;7;6;2;2;30;6;7;0;26.300000;mq;272.150000;mq;281.050000;0.800000;0.250000;-99;768.000000;3125.000000;mq;272.950000;mq;0;5;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;2;mq;0;110.000000;
07886;20200301085000;1720.000000;220;4.000000;274.950000;271.870000;80;0;3;7;2;2;150;2;0;0;7.400000;mq;270.150000;mq;275.450000;0.340000;0.040000;-99;768.000000;3104.000000;mq;273.050000;mq;0;2;0;mq;mq;mq;mq;3;220;5.000000;mq;mq;mq;1;7;mq;2;mq;
07912;20200301070000;1707.000000;0;0.000000;271.950000;270.960000;93;70;7;0;8;8;250;5;2;/;9.200000;mq;268.750000;mq;276.950000;1.020000;0.140000;-99;768.000000;3114.000000;mq;271.950000;mq;0;0;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;0;80.000000;
07953;20200301085000;1800.000000;270;10.000000;276.950000;267.480000;50;0;6;7;6;6;1250;0;7;/;0.400000;mq;272.350000;mq;281.250000;0.180000;0.010000;-99;768.000000;3101.000000;mq;272.650000;mq;0;0;4;mq;mq;mq;mq;2;270;12.000000;mq;0.010000;mq;3;7;mq;mq;mq;
07567;20200301090000;2100.000000;90;2.000000;267.450000;265.180000;84;0;0;7;1;1;1750;0;3;0;9.300000;mq;267.350000;mq;274.050000;1.550000;0.110000;-99;768.000000;3111.000000;mq;270.350000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;0;100.000000;
07596;20200301091000;1717.000000;0;0.000000;275.550000;272.450000;80;0;7;6;7;6;1250;5;3;0;35.200000;mq;271.850000;mq;276.350000;0.650000;0.140000;-99;768.000000;3114.000000;mq;273.050000;mq;0;8;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;0;100.000000;
07715;20200301085000;2125.000000;0;0.000000;274.550000;270.780000;76;0;7;0;7;2;250;2;3;0;9.500000;mq;272.450000;mq;278.350000;1.210000;0.130000;-99;768.000000;3113.000000;mq;271.950000;mq;0;2;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;2;mq;0;140.000000;
07902;20200301080700;2022.000000;180;2.000000;270.050000;263.170000;59;0;7;4;6;6;800;0;3;0;13.000000;mq;268.750000;mq;275.150000;1.830000;0.130000;-99;768.000000;3113.000000;mq;270.750000;mq;0;0;0;mq;mq;mq;mq;3;180;3.000000;mq;mq;mq;1;9;mq;0;175.000000;
07907;20200301083000;1585.000000;0;0.000000;277.850000;272.650000;69;0;6;6;3;2;30;2;0;9;19.500000;mq;271.850000;mq;280.350000;0.840000;0.180000;-99;768.000000;3118.000000;mq;273.150000;mq;0;2;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;0;70.000000;
07957;20200301084400;1740.000000;270;2.000000;273.350000;268.140000;68;0;6;7;6;6;1250;0;3;/;1.000000;mq;271.850000;mq;282.750000;0.300000;0.010000;-99;768.000000;3101.000000;mq;272.350000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;1;mq;1;mq;
07964;20200301081000;2020.000000;270;2.000000;271.950000;267.370000;71;0;0;0;3;3;800;0;3;7;0.000000;mq;271.950000;mq;284.950000;0.450000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07861;20200301090000;1635.000000;0;0.000000;272.150000;270.260000;87;0;6;7;1;1;800;0;3;0;26.800000;mq;271.050000;mq;279.250000;1.600000;0.250000;-99;768.000000;3125.000000;mq;271.650000;mq;0;0;0;mq;mq;mq;mq;3;220;5.000000;mq;mq;mq;1;2;mq;0;130.000000;
07894;20200301073500;1350.000000;0;0.000000;273.650000;272.350000;91;0;7;6;5;5;1750;2;0;0;13.300000;mq;273.050000;mq;278.850000;0.740000;0.030000;-99;768.000000;3103.000000;mq;273.150000;mq;0;4;1;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;6;mq;2;mq;
07928;20200301084000;1550.000000;270;3.000000;272.850000;272.150000;95;0;7;6;4;4;800;0;3;0;16.100000;mq;272.150000;mq;278.850000;0.880000;0.110000;-99;768.000000;3111.000000;mq;273.050000;mq;0;0;4;mq;mq;mq;mq;2;220;7.000000;1.590000;0.240000;mq;1;1;mq;0;180.000000;
07935;20200301085400;2060.000000;0;0.000000;272.550000;269.190000;78;0;7;3;6;2;450;5;7;/;5.800000;mq;270.550000;mq;276.150000;0.550000;0.090000;-99;768.000000;3109.000000;mq;272.950000;mq;mq;6;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;0;0;0;mq;mq;
