numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07595;20200301093000;1915.000000;0;0.000000;274.450000;272.050000;84;0;7;6;5;4;2250;0;4;2;21.000000;mq;270.250000;mq;274.850000;0.800000;0.100000;-99;768.000000;3110.000000;mq;273.050000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;3;mq;mq;mq;
07598;20200301094100;2085.000000;0;0.000000;275.050000;270.160000;70;0;7;6;5;3;150;5;3;0;11.000000;mq;272.050000;mq;275.050000;1.130000;0.150000;-99;768.000000;3115.000000;mq;272.850000;mq;0;5;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;9;2;mq;1;100.000000;
07922;20200301082000;2300.000000;0;0.000000;268.650000;265.720000;80;0;7;0;4;4;1750;5;0;0;mq;mq;267.150000;mq;274.650000;1.320000;0.300000;-99;768.000000;3130.000000;mq;267.850000;mq;0;2;0;mq;mq;mq;mq;3;180;2.000000;mq;mq;mq;2;2;mq;0;80.000000;
07927;20200301091500;2100.000000;0;0.000000;272.550000;264.380000;54;0;7;0;7;1;250;5;3;0;15.000000;mq;270.550000;mq;273.550000;1.020000;0.190000;-99;768.000000;3119.000000;mq;269.650000;mq;0;2;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;9;9;mq;1;150.000000;
07929;20200301085500;1855.000000;0;0.000000;271.450000;268.620000;81;70;7;7;7;7;1750;0;1;9;19.900000;mq;270.050000;mq;273.950000;2.400000;0.280000;-99;768.000000;3128.000000;mq;270.850000;mq;0;0;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;2;5;0;0;140.000000;
07811;20200301094500;2350.000000;0;0.000000;269.650000;268.390000;91;0;7;3;6;6;1750;0;3;0;13.200000;mq;267.450000;mq;273.450000;1.120000;0.160000;-99;768.000000;3116.000000;mq;270.450000;mq;0;0;0;mq;mq;mq;mq;3;40;5.000000;mq;mq;mq;1;2;mq;0;50.000000;
07893;20200301080000;1707.000000;0;0.000000;271.150000;mq;mq;0;7;0;3;3;800;0;3;0;16.300000;mq;263.650000;mq;mq;1.760000;0.170000;-99;768.000000;3117.000000;mq;271.850000;mq;0;4;0;mq;mq;mq;mq;3;0;0.000000;2.400000;0.200000;mq;2;9;mq;2;100.000000;
07903;20200301100000;1400.000000;0;0.000000;276.050000;272.770000;79;0;6;0;4;3;450;2;3;0;7.400000;mq;272.850000;mq;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;3;0;0.000000;0.400000;0.020000;mq;0;0;0;mq;mq;
07904;20200301071000;2080.000000;0;0.000000;270.450000;268.120000;84;0;7;4;7;7;1250;0;3;0;10.000000;mq;269.250000;mq;272.950000;2.400000;0.220000;-99;768.000000;3122.000000;mq;270.750000;mq;0;3;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;0;100.000000;
07926;20200301095000;2185.000000;310;2.000000;270.850000;268.360000;83;70;7;3;9;9;mq;/;/;/;19.600000;mq;268.950000;mq;273.150000;1.950000;0.250000;-99;768.000000;3125.000000;mq;271.850000;mq;0;mq;mq;mq;mq;mq;mq;3;310;2.000000;mq;mq;mq;1;2;mq;mq;mq;
07940;20200301095000;1900.000000;0;0.000000;274.650000;271.060000;77;0;7;6;5;5;1250;0;3;0;15.200000;mq;271.950000;mq;274.650000;1.120000;0.170000;-99;768.000000;3117.000000;mq;271.950000;mq;0;mq;1;mq;mq;mq;mq;3;0;0.000000;mq;mq;mq;1;1;mq;0;100.000000;
07457;20200301060000;790.000000;0;0.000000;276.650000;mq;mq;0;6;0;8;8;1250;0;7;/;21.800000;276.150000;mq;286.150000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07470;20200301085900;1850.000000;0;0.000000;274.150000;mq;mq;0;7;4;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;1.780000;0.250000;-99;768.000000;3125.000000;mq;272.450000;mq;0;mq;mq;mq;mq;mq;mq;3;220;10.000000;2.450000;0.300000;mq;2;4;0;mq;mq;
07911;20200301084000;1620.000000;0;0.000000;272.550000;mq;mq;0;6;7;2;2;150;2;0;0;2.400000;mq;271.050000;mq;277.650000;1.540000;0.200000;-99;768.000000;3120.000000;mq;271.650000;mq;0;1;0;mq;mq;mq;mq;3;0;0.000000;mq;mq;mq;1;1;mq;mq;mq;
07972;20200301080000;1715.000000;310;2.000000;271.950000;271.540000;97;0;7;mq;0;0;mq;0;0;0;1.500000;mq;271.050000;mq;283.950000;0.010000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07887;20200301090000;1500.000000;0;0.000000;273.650000;271.580000;86;0;7;6;6;6;150;2;3;0;16.600000;mq;mq;mq;mq;1.000000;0.070000;-99;768.000000;3107.000000;mq;271.650000;mq;0;2;0;mq;mq;mq;mq;3;mq;mq;2.000000;0.150000;mq;1;9;mq;0;114.000000;
07920;20200301121500;1720.000000;0;0.000000;276.150000;272.690000;78;0;0;0;7;7;1750;0;7;/;mq;mq;mq;mq;mq;1.080000;0.000000;-50;750.000000;3100.000000;mq;272.950000;mq;0;0;0;mq;mq;mq;mq;3;180;7.000000;1.700000;0.000000;mq;2;3;mq;1;160.000000;
