numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07456;20110301083000;2180.000000;90;5.000000;269.150000;264.120000;68;71;7;4;7;7;450;0;7;/;1.000000;mq;265.650000;mq;272.150000;0.550000;0.020000;-99;768.000000;3102.000000;mq;269.450000;mq;0;0;1;mq;mq;mq;mq;3;90;10.000000;mq;mq;mq;2;3;mq;2;mq;
07863;20110301080000;2000.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07890;20110301083000;2200.000000;0;0.000000;267.550000;265.730000;87;73;7;4;9;9;mq;/;/;/;4.500000;mq;265.150000;mq;270.250000;0.980000;0.090000;-99;768.000000;3109.000000;mq;267.550000;mq;0;mq;0;mq;mq;mq;mq;3;90;5.000000;mq;mq;mq;1;2;mq;0;60.000000;
07696;20110301080000;1850.000000;40;20.000000;272.150000;263.030000;50;0;0;0;4;4;150;6;0;0;0.000000;mq;272.150000;mq;274.650000;0.400000;0.000000;-99;768.000000;3100.000000;mq;269.950000;mq;0;0;9;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07968;20110301080000;1600.000000;0;0.000000;267.350000;265.680000;88;70;7;4;8;8;800;5;/;/;7.500000;mq;267.250000;mq;269.350000;0.250000;0.150000;-99;768.000000;3115.000000;mq;268.250000;mq;0;0;1;mq;mq;mq;mq;4;0;0.000000;mq;0.250000;mq;1;9;mq;0;70.000000;
07895;20110301065000;1970.000000;0;0.000000;267.550000;265.580000;86;0;0;0;5;4;1250;0;3;2;0.000000;mq;264.850000;mq;272.350000;0.750000;0.000000;-99;768.000000;3100.000000;mq;267.550000;mq;0;2;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;1;mq;1;100.000000;
07896;20110301074000;1416.000000;0;0.000000;270.650000;269.530000;92;0;7;0;6;6;800;0;3;0;0.100000;mq;268.450000;mq;277.150000;0.620000;0.010000;-99;768.000000;3101.000000;mq;271.350000;mq;0;0;2;mq;mq;mq;mq;3;90;4.000000;mq;mq;mq;2;2;mq;1;100.000000;
07907;20110301080000;1585.000000;270;2.000000;272.150000;269.790000;84;0;0;0;6;3;1250;2;0;2;0.000000;mq;267.150000;mq;275.650000;0.250000;0.000000;-99;768.000000;3100.000000;mq;270.750000;mq;0;2;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;1;80.000000;
07887;20110301074500;1500.000000;0;0.000000;267.950000;267.000000;93;45;4;0;9;9;mq;/;/;/;0.000000;mq;267.550000;mq;273.150000;0.650000;0.000000;-99;768.000000;3100.000000;mq;268.350000;mq;0;mq;mq;mq;mq;mq;mq;3;0;0.000000;1.200000;0.000000;mq;8;2;mq;1;90.000000;
07961;20110301070300;1745.000000;0;0.000000;266.150000;265.490000;95;70;7;4;8;8;250;5;/;/;mq;mq;266.150000;mq;271.150000;1.000000;0.280000;-99;768.000000;3128.000000;mq;267.050000;mq;0;0;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;2;9;mq;0;60.000000;
