numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07484;20090901050000;1018.000000;0;0.000000;283.750000;283.450000;98;0;0;0;0;0;mq;0;0;0;0.000000;mq;283.750000;mq;299.250000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20090901053000;790.000000;0;0.000000;285.150000;mq;mq;0;0;0;0;0;mq;0;0;/;0.200000;281.150000;mq;298.350000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07489;20090901053000;970.000000;0;0.000000;293.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;288.150000;mq;298.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07893;20090901053000;1780.000000;0;0.000000;282.350000;279.790000;84;0;0;0;0;0;mq;0;0;0;0.000000;mq;280.850000;mq;292.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07895;20090901053500;1970.000000;0;0.000000;283.650000;275.240000;56;0;0;0;0;0;mq;0;0;0;0.000000;mq;281.450000;mq;292.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07933;20090901052000;1900.000000;0;0.000000;278.950000;276.460000;84;0;0;0;0;0;mq;0;0;0;0.000000;mq;278.950000;mq;296.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07945;20090901053000;1270.000000;0;0.000000;283.950000;281.530000;85;0;0;0;0;0;mq;0;0;0;0.000000;mq;283.350000;mq;302.050000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20090901054000;1270.000000;0;0.000000;285.550000;280.850000;73;0;0;0;0;0;mq;0;0;0;0.000000;mq;283.150000;mq;299.050000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20090901055500;1700.000000;90;1.000000;282.650000;277.860000;72;0;0;0;0;0;mq;0;0;0;0.000000;mq;282.250000;mq;297.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20090901054500;1115.000000;0;0.000000;289.050000;285.980000;82;0;9;6;3;2;2250;0;3;2;0.700000;mq;287.550000;mq;304.850000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07593;20090901060000;1310.000000;0;0.000000;283.250000;282.170000;93;0;0;0;0;0;mq;0;0;0;0.000000;mq;282.650000;mq;300.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07594;20090901060000;1860.000000;0;0.000000;281.750000;280.360000;91;0;0;0;4;4;150;6;0;0;0.000000;mq;281.550000;mq;289.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07876;20090901060000;1270.000000;0;0.000000;287.650000;283.860000;78;0;0;0;0;0;mq;0;0;0;0.000000;mq;284.150000;mq;296.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07912;20090901060000;1707.000000;0;0.000000;278.950000;275.940000;81;0;0;0;0;0;mq;0;0;0;0.000000;mq;278.450000;mq;292.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20090901060000;680.000000;0;0.000000;290.850000;286.370000;75;0;0;0;3;3;800;5;0;0;0.000000;mq;282.150000;mq;310.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20090901060000;1000.000000;0;0.000000;289.950000;285.500000;75;0;9;6;6;5;3500;0;3;9;0.400000;mq;288.350000;mq;302.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07973;20090901060000;1500.000000;130;2.000000;292.650000;286.140000;66;0;0;0;2;2;1250;0;3;0;0.000000;mq;287.650000;mq;297.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
