numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07720;20110601070000;2880.000000;mq;mq;mq;mq;mq;45;7;4;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07484;20110601050000;1018.000000;0;0.000000;275.350000;mq;mq;69;6;6;8;8;80;6;/;/;19.000000;mq;274.350000;mq;287.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07592;20110601070000;1810.000000;0;0.000000;276.150000;276.150000;100;0;7;6;7;7;mq;2;/;/;14.000000;mq;275.650000;mq;283.150000;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07697;20110601070000;1554.000000;0;0.000000;280.650000;280.650000;100;0;6;0;7;7;mq;2;/;/;5.700000;mq;278.650000;mq;289.650000;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07939;20110601060000;1860.000000;0;0.000000;276.150000;275.870000;98;0;6;6;7;7;mq;5;/;/;9.100000;mq;276.150000;mq;279.150000;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07898;20110601060000;1080.000000;360;10.000000;275.650000;mq;mq;61;6;6;8;8;150;6;/;/;46.000000;275.150000;mq;286.650000;mq;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07729;20110601060000;636.000000;0;0.000000;279.450000;277.280000;86;0;6;0;8;8;1250;5;/;/;5.500000;mq;277.850000;mq;289.250000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20110601060000;680.000000;0;0.000000;280.650000;275.530000;70;0;6;0;8;8;1250;5;/;/;0.700000;mq;280.650000;mq;288.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20110601062500;1000.000000;0;0.000000;277.650000;277.650000;100;0;6;0;5;5;800;5;0;0;12.500000;mq;275.450000;mq;286.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07983;20110601060000;733.000000;0;0.000000;279.150000;279.150000;100;0;6;0;8;8;1250;5;/;/;5.300000;mq;277.150000;mq;289.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07933;20110601060100;1900.000000;220;1.000000;274.550000;273.980000;96;84;6;0;8;8;150;2;/;/;17.000000;mq;274.450000;mq;284.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07912;20110601060000;1707.000000;0;0.000000;272.050000;270.470000;89;71;7;6;8;8;80;0;2;/;27.900000;mq;272.050000;mq;282.750000;0.300000;0.300000;-99;768.000000;3130.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20110601053000;1270.000000;0;0.000000;274.250000;273.100000;92;0;6;0;8;8;150;6;/;/;19.200000;mq;274.150000;mq;285.050000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07594;20110601060000;1850.000000;220;2.000000;273.350000;271.900000;90;71;7;6;8;8;150;6;/;/;18.500000;mq;273.250000;mq;281.850000;0.020000;0.020000;-99;768.000000;3102.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;20110601060000;1281.000000;0;0.000000;274.250000;271.690000;83;71;7;6;8;8;250;5;2;/;13.500000;mq;274.250000;mq;284.850000;0.010000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20110601060000;1665.000000;90;1.000000;275.250000;274.530000;95;84;6;0;8;8;250;5;/;/;15.100000;275.050000;mq;283.850000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07945;20110601060000;1270.000000;0;0.000000;278.350000;276.360000;87;0;6;0;7;4;1250;2;7;2;18.000000;mq;277.750000;mq;288.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20110601060000;790.000000;360;5.000000;279.150000;mq;mq;61;6;6;8;8;450;6;/;/;48.000000;276.650000;mq;289.150000;mq;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07876;20110601050000;1270.000000;0;0.000000;273.650000;mq;mq;71;7;6;8;8;30;6;/;/;56.400000;272.650000;mq;285.150000;mq;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20110601063000;1327.000000;0;0.000000;276.150000;276.010000;99;45;6;4;9;9;mq;/;/;/;12.000000;mq;275.150000;mq;280.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20110601054500;1115.000000;0;0.000000;275.250000;273.630000;89;0;6;4;6;4;1750;0;3;2;3.200000;mq;273.750000;mq;285.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;20110601072000;1570.000000;360;5.000000;274.150000;mq;mq;71;7;6;8;8;150;6;/;/;20.000000;mq;273.650000;mq;282.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;8;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07489;20110601073000;970.000000;0;0.000000;276.150000;mq;mq;60;6;0;8;8;30;5;/;/;36.000000;mq;275.150000;mq;287.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07592;20110601120000;1810.000000;180;2.000000;283.150000;279.860000;80;0;6;0;6;6;mq;2;0;0;mq;mq;mq;mq;mq;mq;mq;mq;750.000000;mq;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07933;20110601104200;1900.000000;40;3.000000;280.450000;273.200000;60;0;6;0;6;6;800;2;/;/;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20110601111500;1270.000000;360;2.000000;280.050000;277.190000;82;0;7;6;8;8;450;6;/;/;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07594;20110601120000;1850.000000;40;7.000000;278.550000;276.060000;84;0;7;0;8;7;150;6;0;2;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;20110601120000;1281.000000;360;2.000000;283.150000;277.310000;67;0;6;0;5;5;450;5;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20110601104500;1665.000000;0;3.000000;279.950000;279.660000;98;0;7;6;4;3;1750;5;0;2;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20110601113000;1327.000000;0;0.000000;278.150000;274.990000;80;0;4;4;6;5;mq;5;3;/;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07893;20110601054500;1780.000000;0;0.000000;271.950000;270.670000;91;71;7;6;8;8;450;0;2;/;54.300000;mq;271.550000;mq;281.550000;0.430000;0.430000;-99;768.000000;3143.000000;mq;272.550000;mq;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;9;9;mq;0;80.000000;
07966;20110602060000;1000.000000;0;0.000000;278.650000;278.650000;100;0;6;0;8;8;150;6;/;/;18.400000;mq;277.650000;mq;285.050000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07933;20110602061400;1900.000000;0;0.000000;280.450000;278.600000;88;60;9;6;8;8;800;2;/;/;15.700000;mq;274.450000;mq;283.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
