numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07457;20081201062500;790.000000;0;0.000000;273.650000;mq;mq;0;0;0;8;3;1250;6;7;/;0.000000;270.150000;mq;275.150000;mq;0.130000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07484;20081201064000;1018.000000;0;0.000000;272.450000;mq;mq;88;7;0;9;9;mq;/;/;/;0.600000;mq;269.950000;mq;278.150000;0.080000;0.020000;-99;768.000000;3102.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;20081201063000;1570.000000;0;0.000000;270.150000;mq;mq;0;0;0;8;8;1250;0;7;/;0.000000;mq;269.150000;mq;273.150000;0.290000;0.000000;-99;768.000000;3100.000000;mq;271.950000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;8;mq;1;140.000000;
07590;20081201065000;1270.000000;0;0.000000;270.350000;268.940000;90;0;7;0;8;8;1250;6;/;/;1.200000;mq;269.750000;mq;273.550000;0.230000;0.050000;-99;768.000000;3105.000000;mq;270.050000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07876;20081201063000;1270.000000;0;0.000000;271.150000;267.830000;78;88;0;0;8;8;mq;6;/;/;0.000000;270.650000;mq;277.650000;mq;0.320000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07895;20081201065000;1970.000000;270;2.000000;267.350000;263.630000;75;0;7;0;8;4;450;5;7;/;1.000000;mq;266.650000;mq;271.650000;0.600000;0.010000;-99;768.000000;3101.000000;mq;267.950000;mq;0;3;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;2;mq;1;120.000000;
07945;20081201063000;1270.000000;0;0.000000;269.850000;268.450000;90;0;7;0;8;7;800;5;7;/;5.000000;mq;269.550000;mq;275.150000;0.380000;0.040000;-99;768.000000;3104.000000;mq;269.650000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20081201064500;1115.000000;0;0.000000;272.150000;269.790000;84;0;7;4;8;8;1750;0;3;/;6.700000;mq;271.150000;mq;278.850000;0.180000;0.100000;-99;768.000000;3110.000000;mq;270.850000;mq;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;1;mq;0;100.000000;
07499;20081201070000;1025.000000;mq;mq;mq;mq;mq;71;7;0;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.140000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07593;20081201070000;1310.000000;0;0.000000;270.450000;270.040000;97;0;7;0;8;5;250;5;7;/;4.800000;mq;269.350000;mq;274.950000;0.300000;0.050000;-99;768.000000;3105.000000;mq;mq;mq;0;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
