numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07457;20190201060000;790.000000;0;0.000000;275.150000;mq;mq;63;7;6;8;6;450;/;/;/;6.000000;271.750000;mq;275.650000;mq;0.150000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20190201065500;1270.000000;0;0.000000;274.350000;267.220000;59;60;7;6;8;8;450;5;/;/;30.100000;mq;266.650000;mq;275.550000;0.480000;0.140000;-99;768.000000;3114.000000;mq;273.050000;mq;0;0;0;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07815;20190201070000;2356.000000;270;7.000000;271.250000;268.420000;81;73;3;7;9;9;mq;/;/;/;8.000000;mq;263.950000;mq;271.250000;1.500000;0.150000;-99;768.000000;3115.000000;mq;267.650000;mq;0;mq;8;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;2;mq;1;120.000000;
07945;20190201063000;1270.000000;0;0.000000;269.850000;268.150000;88;70;7;0;8;8;450;2;/;/;27.200000;mq;266.150000;mq;275.250000;0.600000;0.420000;-99;768.000000;3142.000000;mq;269.950000;mq;0;0;0;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20190201065700;1107.000000;0;0.000000;275.350000;274.480000;94;0;6;4;6;2;800;6;3;/;8.200000;mq;273.150000;mq;279.150000;0.570000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6;6;mq;1;280.000000;
07966;20190201071500;1000.000000;0;0.000000;274.850000;274.280000;96;0;6;0;8;8;800;5;0;0;8.300000;mq;274.750000;mq;281.750000;0.200000;0.000000;-99;768.000000;3100.000000;mq;272.350000;mq;mq;mq;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;6;mq;mq;mq;
07971;20190201070000;1384.000000;180;2.000000;276.250000;275.230000;93;0;0;6;7;7;1250;5;2;/;5.500000;mq;271.750000;mq;281.650000;1.100000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;3;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;7;mq;mq;mq;
07696;20190201071500;1850.000000;0;0.000000;272.050000;269.040000;80;73;7;0;9;9;mq;/;/;/;30.500000;mq;271.250000;mq;272.750000;0.350000;0.300000;-99;768.000000;3130.000000;mq;270.450000;mq;mq;mq;0;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;9;1;mq;0;180.000000;
07872;20190201073000;1355.000000;0;0.000000;264.550000;264.420000;99;75;7;6;9;9;mq;/;/;/;mq;mq;mq;mq;272.650000;0.600000;0.050000;-99;768.000000;3105.000000;mq;272.950000;mq;0;mq;mq;mq;mq;mq;mq;5;mq;mq;mq;mq;mq;1;1;mq;2;120.000000;
07888;20190201071400;1800.000000;130;2.000000;272.050000;271.490000;96;71;7;7;9;9;mq;/;/;/;10.100000;mq;266.550000;mq;272.050000;0.980000;0.160000;-99;768.000000;3116.000000;mq;270.850000;mq;0;mq;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;2;mq;0;140.000000;
07901;20190201070000;1867.000000;360;10.000000;270.050000;262.510000;56;36;7;3;8;8;450;6;/;/;10.500000;mq;262.750000;mq;271.750000;1.500000;0.130000;-99;768.000000;3113.000000;mq;270.050000;mq;0;3;mq;mq;mq;mq;mq;5;360;25.000000;mq;mq;mq;3;3;mq;0;60.000000;
07911;20190201074500;1620.000000;0;0.000000;271.550000;mq;mq;73;7;7;9;9;mq;/;/;/;14.600000;mq;267.150000;mq;273.150000;1.410000;0.270000;-99;768.000000;3127.000000;mq;271.150000;mq;0;mq;1;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07941;20190201073000;1630.000000;0;0.000000;273.050000;272.770000;98;73;7;0;9;9;mq;/;/;/;27.500000;mq;267.850000;mq;274.250000;0.440000;0.170000;-99;768.000000;3117.000000;mq;272.150000;mq;0;mq;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;9;mq;mq;mq;
07970;20190201073500;1789.000000;220;2.000000;273.650000;272.050000;89;70;7;6;8;8;800;5;/;/;2.000000;mq;271.050000;mq;277.350000;1.100000;0.010000;-99;768.000000;3101.000000;mq;272.650000;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;2;mq;mq;200.000000;
07589;20190201080000;1570.000000;0;0.000000;273.950000;mq;mq;61;7;6;8;8;250;5;/;/;16.400000;mq;270.650000;mq;274.650000;0.750000;0.160000;-99;768.000000;3116.000000;mq;272.150000;mq;0;8;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;3;mq;0;mq;
07861;20190201075000;1635.000000;0;0.000000;271.750000;271.750000;100;73;7;7;8;8;mq;/;/;/;10.800000;mq;266.650000;mq;274.250000;1.300000;0.100000;-99;768.000000;3110.000000;mq;271.450000;mq;0;mq;mq;mq;mq;mq;mq;4;0;0.000000;1.450000;0.100000;mq;1;2;mq;0;90.000000;
07882;20190201081500;1390.000000;180;2.000000;274.850000;274.430000;97;69;7;3;8;8;800;5;/;/;32.700000;mq;270.450000;mq;275.050000;0.850000;0.150000;-99;768.000000;3115.000000;mq;273.150000;mq;0;mq;7;mq;mq;mq;mq;5;180;25.000000;mq;mq;mq;6;6;mq;0;170.000000;
