numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07720;19990301070000;2880.000000;mq;mq;mq;mq;mq;mq;mq;mq;0;mq;mq;/;/;/;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07726;19990301070000;1380.000000;180;2.500000;269.650000;mq;mq;0;0;0;0;mq;mq;/;/;/;0.000000;270.150000;mq;277.150000;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07456;19990301080000;2180.000000;0;0.000000;270.150000;263.470000;60;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.150000;mq;280.150000;1.600000;mq;mq;3100.000000;mq;mq;268.540000;7;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;7;6;0;mq;mq;
07457;19990301080000;790.000000;0;0.000000;274.350000;mq;mq;0;6;0;1;0;8000;0;0;2;0.000000;273.150000;mq;279.350000;mq;0.450000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07484;19990301080000;1020.000000;0;0.000000;275.150000;mq;mq;0;0;0;8;mq;450;/;/;/;0.000000;274.150000;mq;281.150000;mq;0.400000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07489;19990301080000;970.000000;0;0.000000;275.150000;mq;mq;45;0;0;9;9;mq;/;/;/;0.000000;274.150000;mq;283.150000;mq;0.470000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;19990301080000;1850.000000;0;0.000000;266.540000;263.350000;78;0;0;0;2;0;8000;0;0;2;0.000000;mq;263.150000;mq;276.150000;1.350000;mq;mq;3100.000000;mq;mq;264.250000;7;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;7;6;0;mq;mq;
07566;19990301080000;1795.000000;0;0.000000;265.150000;259.910000;66;0;0;0;3;0;8000;0;0;2;0.000000;mq;265.150000;mq;277.150000;1.200000;mq;mq;3100.000000;mq;mq;264.150000;0;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;4;3;0;mq;mq;
07567;19990301080000;2100.000000;0;0.000000;269.650000;mq;mq;0;0;0;3;0;8000;0;0;2;0.000000;mq;266.150000;mq;278.150000;1.400000;mq;mq;3100.000000;mq;mq;265.150000;7;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;19990301080000;1570.000000;0;0.000000;270.650000;mq;mq;0;0;0;2;0;2250;0;0;2;0.000000;mq;269.150000;mq;278.150000;1.000000;mq;mq;3100.000000;mq;mq;268.150000;8;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07593;19990301080000;1336.000000;0;0.000000;270.850000;269.580000;91;0;0;0;1;0;8000;0;0;2;0.000000;mq;270.540000;mq;283.250000;0.250000;mq;mq;3100.000000;mq;mq;mq;5;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07594;19990301080000;1860.000000;220;1.000000;268.950000;267.850000;92;0;0;0;3;0;8000;0;0;2;0.000000;mq;267.650000;mq;279.150000;0.480000;mq;mq;3100.000000;mq;mq;266.150000;8;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;19990301080000;1327.000000;0;0.000000;272.150000;270.720000;90;45;4;4;9;9;mq;/;/;/;0.000000;mq;271.150000;mq;274.150000;0.200000;mq;mq;3100.000000;mq;mq;mq;8;0;mq;mq;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07696;19990301080000;1850.000000;0;0.000000;268.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.150000;mq;280.150000;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;7;0;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07697;19990301080000;1550.000000;130;2.500000;275.650000;mq;mq;0;0;0;2;2;2250;2;0;0;0.000000;mq;271.150000;mq;279.650000;0.400000;mq;mq;3100.000000;mq;mq;272.650000;8;0;0;0;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07721;19990301080000;1753.000000;130;1.500000;273.950000;270.550000;78;0;4;0;1;0;8000;0;0;2;0.000000;mq;268.650000;mq;276.150000;2.730000;mq;mq;3100.000000;mq;mq;269.150000;7;0;5;0;6;6;2;4;3;0;0.000000;mq;0.000000;mq;mq;mq;mq;2;mq;
07725;19990301080000;1420.000000;0;0.000000;272.150000;250.780000;18;0;4;4;0;0;mq;0;0;0;0.000000;mq;271.650000;mq;274.650000;0.600000;mq;mq;3100.000000;mq;mq;270.650000;8;0;0;0;0;0;0;0;2;0;0.000000;0.900000;0.000000;mq;7;8;mq;mq;mq;
07811;19990301080000;2350.000000;0;0.000000;269.950000;257.310000;37;0;0;0;2;0;2250;0;0;2;0.000000;mq;269.950000;mq;278.150000;0.690000;mq;mq;3100.000000;mq;mq;263.540000;7;0;0;mq;0;0;0;0;2;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07812;19990301080000;1165.000000;0;0.000000;273.850000;271.460000;84;0;0;0;6;6;450;5;/;/;0.000000;mq;271.650000;mq;279.150000;1.200000;mq;mq;3100.000000;mq;mq;272.450000;7;0;0;0;8;6;9;4;3;mq;mq;mq;mq;mq;mq;mq;mq;2;mq;
07818;19990301080000;1250.000000;0;0.000000;272.150000;mq;mq;0;0;0;8;8;450;5;/;/;0.000000;mq;271.150000;mq;282.150000;0.950000;mq;mq;3100.000000;mq;mq;272.150000;5;0;mq;mq;mq;mq;mq;mq;4;0;0.000000;2.400000;0.000000;mq;mq;mq;mq;mq;mq;
07856;19990301080000;1640.000000;0;0.000000;269.150000;267.460000;88;0;7;0;3;0;8000;0;0;2;0.000000;mq;267.150000;mq;277.150000;1.700000;mq;mq;3101.000000;mq;mq;264.650000;8;0;8;0;6;8;3;4;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07858;19990301080000;1850.000000;0;0.000000;268.650000;264.370000;72;0;0;0;2;0;8000;0;0;2;0.000000;mq;265.150000;mq;275.540000;2.800000;mq;mq;3100.000000;mq;mq;267.950000;1;0;8;0;0;0;0;0;3;0;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;
07870;19990301080000;1750.000000;220;0.500000;268.150000;mq;mq;45;0;0;9;9;mq;/;/;/;0.000000;mq;268.150000;mq;276.150000;1.450000;mq;mq;3100.000000;mq;mq;269.750000;7;0;6;1;0;0;0;0;3;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07872;19990301080000;1345.000000;0;0.000000;270.150000;269.880000;98;45;4;4;9;9;mq;/;/;/;0.000000;mq;269.650000;mq;278.650000;1.300000;mq;mq;3100.000000;mq;mq;271.250000;7;0;mq;mq;mq;mq;mq;mq;3;mq;mq;1.750000;0.000000;mq;mq;mq;mq;mq;mq;
07875;19990301080000;1860.000000;360;2.500000;270.150000;264.100000;63;0;0;0;3;1;3500;0;3;2;0.000000;mq;268.150000;mq;277.150000;1.650000;mq;mq;3100.000000;mq;mq;262.950000;7;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;8;7;mq;2;mq;
07876;19990301080000;1270.000000;0;0.000000;272.150000;271.020000;92;0;0;0;8;8;150;6;/;/;0.000000;mq;272.150000;mq;278.150000;1.690000;mq;mq;3100.000000;mq;mq;272.850000;7;0;mq;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07878;19990301080000;1600.000000;360;2.500000;272.150000;265.790000;62;0;0;0;3;0;8000;0;0;2;0.000000;mq;269.150000;mq;280.650000;1.040000;mq;mq;3100.000000;mq;mq;270.540000;8;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07879;19990301080000;1630.000000;0;0.000000;268.150000;mq;mq;0;0;0;3;3;3500;0;3;0;0.000000;mq;mq;mq;mq;1.700000;mq;mq;3100.000000;mq;mq;268.650000;8;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07881;19990301080000;2590.000000;0;0.000000;267.150000;256.300000;42;0;0;0;3;0;8000;0;0;2;0.000000;mq;266.350000;mq;273.650000;2.020000;mq;mq;3100.000000;mq;mq;264.650000;3;0;2;0;0;0;0;0;3;0;0.000000;2.880000;0.000000;mq;8;3;0;2;mq;
07882;19990301080000;1400.000000;0;0.000000;271.750000;mq;mq;0;0;0;8;8;150;6;/;/;0.000000;mq;271.650000;mq;276.040000;1.100000;mq;mq;3100.000000;mq;mq;272.540000;7;0;1;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07884;19990301080000;1400.000000;0;0.000000;273.150000;271.400000;88;0;0;0;1;0;8000;0;0;2;0.000000;mq;271.150000;mq;278.150000;1.880000;mq;mq;3100.000000;mq;mq;272.850000;8;0;0;0;6;4;2;5;mq;0;0.000000;2.450000;0.000000;mq;6;7;mq;mq;mq;
07885;19990301080000;1610.000000;0;0.000000;270.850000;268.200000;82;0;0;0;2;0;8000;0;0;2;0.000000;mq;269.150000;mq;276.150000;1.400000;mq;mq;3100.000000;mq;mq;268.540000;7;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07886;19990301080000;1020.000000;0;0.000000;273.150000;mq;mq;0;4;0;0;0;mq;0;0;0;0.000000;mq;269.650000;mq;275.150000;1.400000;mq;mq;3100.000000;mq;mq;271.040000;3;0;8;0;7;6;2;5;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07888;19990301080000;1500.000000;270;1.500000;270.540000;mq;mq;0;0;0;3;0;8000;0;0;2;0.000000;mq;266.650000;mq;281.150000;1.300000;mq;mq;3100.000000;mq;mq;269.950000;8;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;7;6;0;2;mq;
07889;19990301080000;1840.000000;0;0.000000;270.150000;mq;mq;0;0;0;2;0;8000;0;0;2;0.000000;mq;266.150000;mq;277.650000;1.140000;mq;mq;3100.000000;mq;mq;266.750000;7;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07890;19990301080000;2220.000000;0;0.000000;267.150000;264.260000;80;0;0;0;2;0;8000;0;0;2;0.000000;mq;264.150000;mq;277.150000;1.790000;mq;mq;3100.000000;mq;mq;260.540000;1;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;8;4;0;2;mq;
07891;19990301080000;1200.000000;0;0.000000;271.650000;mq;mq;0;0;0;2;0;8000;0;0;2;0.000000;mq;270.650000;mq;280.150000;1.600000;mq;mq;3100.000000;mq;mq;269.950000;7;0;0;0;7;8;2;3;4;0;0.000000;2.400000;0.000000;mq;mq;mq;mq;mq;mq;
07893;19990301080000;1775.000000;0;0.000000;269.650000;267.340000;84;0;0;0;4;0;8000;0;0;2;0.000000;mq;266.540000;mq;275.350000;1.670000;mq;mq;3100.000000;mq;mq;264.750000;1;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;8;8;0;2;mq;
07894;19990301080000;1350.000000;220;7.700000;272.150000;270.420000;88;0;0;0;7;4;150;2;1;2;0.000000;mq;270.650000;mq;279.250000;1.250000;mq;mq;3100.000000;mq;mq;271.950000;7;0;0;mq;0;0;0;0;3;mq;mq;mq;mq;mq;7;7;mq;2;mq;
