numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07457;20180301060500;790.000000;0;0.000000;267.350000;mq;mq;71;7;0;8;8;250;6;/;/;8.300000;mq;266.150000;mq;269.150000;0.130000;0.130000;-99;768.000000;3113.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07499;20180301070000;1025.000000;mq;mq;mq;mq;mq;70;7;0;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.360000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20180301064000;1270.000000;0;0.000000;271.250000;270.840000;97;70;7;0;8;8;450;5;/;/;17.200000;mq;258.750000;mq;271.450000;0.780000;0.250000;-99;768.000000;3125.000000;mq;270.250000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07599;20180301075000;1240.000000;180;2.000000;268.750000;267.360000;90;73;7;0;8;8;30;6;/;/;25.700000;mq;264.150000;mq;269.250000;1.000000;0.450000;-99;768.000000;3145.000000;mq;269.750000;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07856;20180301063000;1620.000000;0;0.000000;275.150000;272.230000;81;84;7;6;8;8;80;6;/;/;9.100000;mq;257.150000;mq;275.350000;1.670000;0.070000;-99;768.000000;3107.000000;mq;268.750000;mq;0;0;mq;mq;mq;mq;mq;3;180;12.000000;4.100000;0.150000;mq;1;2;mq;0;180.000000;
07881;20180301073000;2590.000000;220;13.000000;270.150000;268.740000;90;73;7;3;9;9;mq;/;/;/;mq;mq;257.650000;mq;270.150000;1.650000;0.200000;-99;768.000000;3120.000000;mq;264.950000;mq;0;mq;7;mq;mq;mq;mq;3;180;17.000000;mq;mq;mq;1;9;mq;2;mq;
07895;20180301064000;1970.000000;0;0.000000;267.150000;266.620000;96;71;7;0;8;8;450;0;2;/;2.900000;mq;254.650000;mq;267.350000;2.290000;0.040000;-99;768.000000;3104.000000;mq;265.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;4;mq;2;mq;
07897;20180301073500;1870.000000;360;2.000000;270.150000;mq;mq;70;7;0;9;mq;mq;/;/;/;mq;mq;mq;mq;mq;2.430000;0.030000;-99;768.000000;3103.000000;mq;268.150000;mq;0;mq;mq;mq;mq;mq;mq;2;180;7.000000;mq;mq;mq;1;7;mq;2;mq;
07909;20180301073000;1700.000000;180;13.000000;271.950000;271.810000;99;73;7;0;9;9;mq;/;/;/;9.300000;mq;259.050000;mq;271.950000;1.700000;0.080000;-99;768.000000;3108.000000;mq;268.550000;mq;0;mq;3;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;2;mq;2;mq;
07917;20180301070000;1281.000000;40;2.000000;273.950000;272.190000;88;73;7;0;8;8;30;6;/;/;12.300000;mq;257.150000;mq;273.950000;0.200000;0.190000;-99;768.000000;3119.000000;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20180301072000;1665.000000;0;0.000000;262.350000;257.240000;66;70;7;0;8;8;150;5;/;/;21.400000;mq;255.950000;mq;266.650000;1.000000;0.350000;-99;768.000000;3135.000000;mq;263.150000;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07941;20180301064700;1630.000000;0;0.000000;270.350000;268.790000;89;73;7;7;9;9;mq;/;/;/;27.000000;mq;262.350000;mq;270.350000;0.880000;0.400000;-99;768.000000;3140.000000;mq;270.050000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07456;20180301083000;2166.000000;0;0.000000;265.750000;254.450000;40;0;7;7;7;6;800;5;1;2;2.400000;mq;252.650000;mq;266.150000;1.720000;0.040000;-99;768.000000;3104.000000;mq;265.650000;mq;0;0;mq;mq;mq;mq;mq;3;0;0.000000;mq;mq;mq;2;1;mq;2;mq;
