numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07697;19960201080000;1550.000000;0;0.000000;262.650000;mq;mq;0;7;0;8;8;2250;0;1;/;2.000000;mq;262.150000;mq;269.150000;1.740000;mq;mq;3102.000000;mq;mq;263.150000;0;0;mq;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07715;19960201080000;2550.000000;0;0.000000;259.950000;mq;mq;0;0;0;3;3;450;0;1;0;0.000000;mq;258.450000;mq;269.150000;1.150000;mq;mq;3100.000000;mq;mq;259.950000;1;0;0;0;0;0;0;0;3;140;5.000000;mq;mq;mq;8;2;0;mq;mq;
07721;19960201080000;mq;160;2.500000;268.150000;261.160000;58;0;0;0;1;1;1250;0;4;0;0.000000;mq;266.150000;mq;274.150000;0.410000;mq;mq;3100.000000;mq;mq;263.650000;0;0;4;0;0;0;0;0;1;mq;mq;mq;0.000000;mq;3;8;0;1;200.000000;
07811;19960201080000;2350.000000;180;12.800000;265.150000;255.800000;47;0;0;0;1;1;1250;0;3;0;0.000000;mq;263.150000;mq;271.150000;0.900000;mq;mq;3100.000000;mq;mq;263.650000;3;0;0;mq;0;0;0;0;2;mq;mq;mq;mq;mq;3;3;0;1;320.000000;
07818;19960201080000;1250.000000;0;0.000000;268.150000;263.880000;72;0;6;7;7;7;1250;0;3;/;1.500000;mq;268.150000;mq;278.150000;0.020000;mq;mq;3102.000000;mq;mq;mq;0;0;0;0;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07856;19960201080000;1640.000000;90;5.100000;267.650000;259.340000;52;0;0;0;1;1;1250;0;3;0;0.000000;mq;266.650000;mq;276.650000;0.200000;mq;mq;3100.000000;mq;mq;265.150000;7;0;7;0;0;0;0;0;2;mq;mq;1.040000;0.000000;mq;8;6;0;mq;mq;
07858;19960201080000;1850.000000;0;0.000000;266.650000;261.350000;66;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.150000;mq;274.150000;0.830000;mq;mq;3100.000000;mq;mq;mq;3;mq;0;0;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07861;19960201080000;1715.000000;180;2.500000;268.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.150000;mq;273.150000;0.350000;mq;mq;3100.000000;mq;mq;267.350000;0;0;0;0;0;0;0;0;1;310;5.000000;0.700000;0.000000;mq;mq;mq;mq;mq;mq;
07870;19960201080000;1750.000000;40;2.500000;268.150000;mq;mq;0;0;0;6;6;1250;5;0;0;0.000000;mq;267.650000;mq;272.150000;0.100000;mq;mq;3100.000000;mq;mq;268.350000;8;0;mq;0;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07872;19960201080000;1345.000000;180;3.600000;266.650000;253.010000;33;0;0;0;4;4;1750;0;3;0;0.000000;mq;263.150000;mq;275.650000;0.200000;mq;mq;3100.000000;mq;mq;262.450000;3;0;4;0;0;0;0;0;2;180;12.000000;0.350000;0.000000;mq;mq;mq;mq;mq;mq;
07875;19960201080000;1860.000000;400;2.500000;262.150000;256.860000;65;0;0;0;1;1;3500;0;3;0;0.000000;mq;262.150000;mq;273.650000;0.650000;mq;mq;3100.000000;mq;mq;263.250000;3;0;0;7;0;0;0;0;2;mq;mq;mq;mq;mq;7;3;mq;2;mq;
07876;19960201080000;1370.000000;360;2.500000;268.650000;262.470000;62;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.150000;mq;276.150000;0.100000;mq;mq;3100.000000;mq;mq;269.650000;2;0;0;0;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07878;19960201080000;1600.000000;180;2.500000;268.150000;259.330000;50;0;0;0;1;1;2250;2;0;0;0.000000;mq;267.150000;mq;276.150000;0.270000;mq;mq;3100.000000;mq;mq;267.450000;8;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;7;6;mq;1;330.000000;
07879;19960201080000;1630.000000;0;0.000000;265.150000;mq;mq;0;0;0;3;3;3500;0;3;0;0.000000;mq;mq;mq;mq;0.150000;mq;mq;3100.000000;mq;mq;266.040000;1;mq;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07881;19960201080000;2590.000000;220;10.200000;264.150000;259.680000;70;36;0;0;3;3;1250;0;3;0;0.000000;mq;259.150000;mq;269.150000;1.170000;mq;mq;3100.000000;mq;mq;261.150000;3;0;0;7;0;0;0;0;2;220;30.000000;1.900000;0.000000;mq;3;8;mq;2;mq;
07885;19960201080000;1610.000000;130;12.800000;267.150000;262.200000;68;0;0;0;2;1;3500;0;3;2;0.000000;mq;266.150000;mq;274.150000;0.130000;mq;mq;3100.000000;mq;mq;267.150000;7;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;7;4;0;mq;mq;
07886;19960201080000;1020.000000;180;4.100000;269.150000;mq;mq;0;0;4;5;5;1250;0;3;0;0.000000;mq;266.650000;mq;274.650000;0.150000;mq;mq;3100.000000;mq;mq;267.650000;9;mq;mq;mq;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07887;19960201080000;1500.000000;180;2.500000;269.150000;262.530000;60;0;0;0;1;1;1250;5;0;2;0.000000;mq;267.650000;mq;274.150000;0.200000;mq;mq;3100.000000;mq;mq;267.040000;1;0;0;0;0;0;0;0;2;mq;mq;0.300000;0.000000;mq;2;8;mq;2;mq;
07888;19960201080000;1500.000000;400;7.700000;266.950000;mq;mq;36;0;0;6;6;450;6;3;0;0.000000;mq;265.150000;mq;275.540000;0.170000;mq;mq;3100.000000;mq;mq;265.040000;8;0;0;7;0;0;0;0;2;mq;mq;mq;mq;mq;3;7;0;2;mq;
07889;19960201080000;1840.000000;130;4.100000;267.950000;mq;mq;0;0;0;1;1;3500;0;3;0;0.000000;mq;267.150000;mq;274.150000;0.250000;mq;mq;3100.000000;mq;mq;265.250000;7;0;0;3;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07890;19960201080000;2220.000000;180;7.700000;259.150000;257.870000;90;36;7;0;5;3;450;6;7;0;0.500000;mq;259.150000;mq;268.150000;0.710000;mq;mq;3101.000000;mq;mq;262.040000;3;0;0;7;0;0;0;0;2;mq;mq;mq;mq;mq;3;2;0;1;200.000000;
07891;19960201080000;1200.000000;0;0.000000;268.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.150000;mq;mq;0.150000;mq;mq;3100.000000;mq;mq;267.950000;8;0;0;0;0;0;0;0;2;0;0.000000;1.200000;0.000000;mq;mq;mq;mq;mq;mq;
07892;19960201080000;1700.000000;400;5.100000;267.650000;mq;mq;0;0;0;2;2;2250;0;3;0;0.000000;mq;264.150000;mq;273.650000;0.290000;mq;mq;3100.000000;mq;mq;266.150000;7;0;0;0;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07893;19960201080000;1775.000000;0;0.000000;267.150000;260.840000;61;0;0;0;2;2;3500;0;3;0;0.000000;mq;266.250000;mq;272.450000;0.500000;mq;mq;3100.000000;mq;mq;264.850000;1;0;0;2;0;0;0;0;1;180;44.000000;0.450000;0.000000;mq;8;8;0;2;mq;
07894;19960201080000;1350.000000;220;0.500000;269.150000;262.100000;58;0;0;0;3;3;1250;0;3;0;0.000000;mq;268.150000;mq;278.040000;0.200000;mq;mq;3100.000000;mq;mq;266.150000;8;0;0;0;0;0;0;0;1;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07895;19960201080000;1990.000000;130;5.100000;265.150000;257.470000;54;0;0;0;3;3;1250;6;3;0;0.000000;mq;263.650000;mq;269.650000;0.630000;mq;mq;3100.000000;mq;mq;262.850000;1;0;0;0;0;0;0;0;1;mq;mq;mq;mq;mq;8;8;0;2;mq;
07896;19960201080000;1416.000000;130;2.500000;272.950000;mq;mq;0;0;0;4;4;2250;0;3;0;0.000000;mq;268.150000;mq;277.950000;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;0;6;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07897;19960201080000;1500.000000;130;20.500000;269.650000;260.720000;50;0;0;0;2;2;1750;0;3;0;0.000000;mq;264.150000;mq;273.650000;0.350000;mq;mq;3100.000000;mq;mq;267.250000;4;0;0;0;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07898;19960201080000;1104.000000;130;2.500000;266.650000;mq;mq;0;4;0;2;2;2250;0;3;0;0.000000;mq;266.650000;mq;272.150000;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07900;19960201080000;2060.000000;360;3.000000;266.540000;mq;mq;0;0;0;2;1;1750;5;3;0;0.000000;mq;264.250000;mq;268.850000;0.700000;mq;mq;3100.000000;mq;mq;266.950000;3;0;0;6;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07901;19960201080000;210.000000;360;10.200000;267.650000;263.050000;70;0;7;0;4;4;1250;2;0;0;0.100000;mq;265.150000;mq;273.950000;0.250000;mq;mq;3100.000000;mq;mq;265.750000;7;0;0;9;0;0;0;0;2;360;50.000000;0.850000;0.000000;mq;mq;mq;mq;mq;mq;
07904;19960201080000;2086.000000;360;5.100000;265.450000;254.750000;42;0;7;0;3;2;1750;5;3;0;0.200000;mq;259.150000;mq;271.540000;0.720000;mq;mq;3101.000000;mq;mq;264.150000;3;0;0;1;0;0;0;0;2;mq;mq;mq;mq;mq;2;2;0;2;mq;
07907;19960201080000;1595.000000;310;1.000000;267.650000;261.520000;62;0;0;0;1;1;1750;5;0;0;0.000000;mq;265.750000;mq;275.450000;0.210000;mq;mq;3100.000000;mq;mq;267.250000;1;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;8;6;0;2;mq;
07911;19960201080000;1620.000000;180;7.200000;269.450000;256.860000;37;0;0;0;2;2;1750;0;3;0;0.000000;mq;268.540000;mq;279.150000;0.300000;mq;mq;3100.000000;mq;mq;265.250000;5;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;8;8;0;2;mq;
07912;19960201080000;1707.000000;130;2.500000;262.450000;257.510000;67;0;0;0;4;2;1750;5;0;2;0.000000;mq;256.950000;mq;270.650000;0.550000;mq;mq;3100.000000;mq;mq;262.450000;3;0;0;6;4;5;9;9;2;mq;mq;mq;mq;mq;3;3;0;mq;mq;
07913;19960201080000;2325.000000;130;12.800000;263.150000;mq;mq;0;0;0;1;1;450;5;0;0;0.000000;mq;259.150000;mq;268.150000;0.650000;mq;mq;3100.000000;mq;mq;263.850000;3;0;0;6;5;4;7;6;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07916;19960201080000;1620.000000;90;2.500000;266.650000;mq;mq;0;0;0;1;1;2250;0;3;0;0.000000;mq;264.650000;mq;275.150000;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;19960201080000;1270.000000;180;7.700000;272.750000;263.590000;50;0;0;0;3;3;1750;0;3;0;0.000000;mq;270.150000;mq;282.350000;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07919;19960201080000;1850.000000;0;0.000000;268.250000;261.680000;60;0;0;0;2;2;1750;0;3;0;0.000000;mq;262.650000;mq;272.750000;0.900000;mq;mq;3100.000000;mq;mq;264.540000;3;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07920;19960201080000;1720.000000;90;1.000000;266.040000;258.750000;56;0;0;0;2;0;8000;0;0;7;0.000000;mq;263.650000;mq;272.650000;0.740000;mq;mq;3100.000000;mq;mq;264.950000;1;0;7;7;0;0;0;0;3;180;40.000000;0.950000;0.000000;mq;7;1;mq;2;mq;
07921;19960201080000;1600.000000;0;0.000000;261.950000;257.900000;72;0;0;0;1;1;3500;0;1;0;0.000000;mq;260.750000;mq;271.040000;1.550000;mq;mq;3100.000000;mq;mq;263.850000;0;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;
07923;19960201080000;1600.000000;90;5.100000;263.450000;mq;mq;0;mq;mq;0;0;mq;0;0;0;0.000000;mq;262.350000;mq;274.450000;0.450000;mq;mq;3100.000000;mq;mq;263.950000;7;0;0;7;0;0;0;0;3;130;30.000000;2.090000;0.000000;mq;mq;mq;mq;mq;mq;
07924;19960201080000;2500.000000;0;0.000000;260.750000;257.710000;78;0;7;0;1;1;150;0;7;0;1.000000;mq;254.350000;mq;262.950000;1.580000;mq;mq;3101.000000;mq;mq;262.350000;0;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;1;2;0;1;100.000000;
07925;19960201080000;1900.000000;180;6.100000;267.150000;261.820000;66;0;0;0;2;2;2250;0;3;0;0.000000;mq;266.040000;mq;276.040000;1.100000;mq;mq;3100.000000;mq;mq;266.150000;0;0;0;0;0;0;0;0;3;180;6.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;
07926;19960201080000;2030.000000;130;7.700000;261.950000;259.490000;82;16;mq;mq;2;1;150;6;3;0;0.000000;mq;260.350000;mq;267.450000;1.640000;mq;mq;3100.000000;mq;mq;262.540000;3;0;0;2;0;0;0;0;2;130;30.000000;mq;mq;mq;2;2;0;2;mq;
07927;19960201080000;1645.000000;90;7.700000;262.650000;mq;mq;0;0;0;3;3;450;5;3;0;mq;mq;258.650000;mq;271.150000;1.850000;mq;mq;3100.000000;mq;mq;264.250000;0;0;0;2;0;0;0;0;3;90;20.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;
07928;19960201080000;1550.000000;0;0.000000;269.650000;263.620000;63;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.150000;mq;276.650000;0.260000;mq;mq;3100.000000;mq;mq;262.540000;7;0;7;0;0;0;0;0;1;0;0.000000;0.500000;0.000000;mq;6;4;0;1;260.000000;
07929;19960201080000;1850.000000;0;0.000000;259.150000;mq;mq;0;0;0;0;0;mq;0;0;2;0.000000;mq;258.150000;mq;270.150000;1.000000;mq;mq;3100.000000;mq;mq;261.150000;7;0;0;0;0;0;0;0;3;0;0.000000;2.000000;0.000000;mq;mq;mq;mq;mq;mq;
07931;19960201080000;1640.000000;0;0.000000;261.950000;258.560000;76;0;0;0;0;0;mq;0;0;0;0.000000;mq;261.950000;mq;274.540000;0.320000;mq;mq;3100.000000;mq;mq;260.150000;7;0;mq;1;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07933;19960201080000;1900.000000;0;0.000000;259.250000;257.130000;84;0;0;0;0;0;mq;0;0;0;0.000000;mq;259.250000;mq;269.650000;0.640000;mq;mq;3100.000000;mq;mq;262.150000;0;0;0;2;0;0;0;0;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07935;19960201080000;2040.000000;40;1.000000;261.540000;mq;mq;0;7;mq;1;1;800;5;0;2;0.300000;mq;259.450000;mq;276.150000;0.500000;mq;mq;3101.000000;mq;mq;265.950000;0;mq;0;6;0;0;0;0;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07936;19960201080000;1600.000000;130;1.500000;265.040000;mq;mq;71;7;0;8;1;450;6;7;/;mq;mq;259.540000;mq;273.750000;0.550000;mq;mq;3106.000000;mq;mq;262.540000;0;0;0;2;2;5;4;5;3;mq;mq;1.250000;0.150000;mq;mq;mq;mq;mq;mq;
07940;19960201080000;2050.000000;0;0.000000;266.250000;mq;mq;16;0;0;6;6;450;5;0;0;0.000000;mq;262.650000;mq;271.540000;1.890000;mq;mq;3100.000000;mq;mq;260.450000;1;0;0;0;0;0;0;0;2;290;10.000000;3.200000;0.000000;mq;mq;mq;mq;mq;mq;
07941;19960201080000;1670.000000;0;0.000000;266.150000;mq;mq;0;0;0;8;8;800;0;7;/;0.000000;259.150000;mq;272.150000;mq;1.500000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07942;19960201080000;1650.000000;0;0.000000;265.150000;mq;mq;70;0;0;8;8;450;6;/;/;0.200000;mq;261.150000;mq;266.150000;1.880000;mq;mq;3101.000000;mq;mq;263.150000;0;0;mq;1;0;0;0;0;3;0;0.000000;3.380000;0.010000;mq;mq;mq;mq;mq;mq;
07943;19960201080000;1650.000000;0;0.000000;272.650000;267.850000;70;71;0;0;7;7;800;6;0;0;0.100000;mq;272.650000;mq;281.150000;0.230000;mq;mq;3101.000000;mq;mq;268.350000;5;0;0;0;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07945;19960201080000;1270.000000;0;0.000000;266.040000;262.540000;76;0;0;0;5;4;2250;0;3;2;0.000000;mq;265.250000;mq;276.540000;0.680000;mq;mq;3100.000000;mq;mq;268.350000;7;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07946;19960201080000;1450.000000;0;0.000000;273.650000;mq;mq;0;0;0;7;3;800;5;3;/;0.000000;mq;273.150000;mq;279.150000;0.040000;mq;mq;3100.000000;mq;mq;272.350000;7;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07948;19960201080000;1450.000000;130;7.700000;272.150000;mq;mq;45;4;0;9;9;mq;/;/;/;mq;mq;270.650000;mq;276.650000;0.400000;mq;mq;3100.000000;mq;mq;272.150000;6;0;mq;mq;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07949;19960201080000;2000.000000;220;2.500000;270.650000;267.340000;78;0;0;0;8;8;250;6;/;/;0.000000;mq;269.150000;mq;276.150000;1.170000;mq;mq;3100.000000;mq;mq;267.850000;7;0;0;mq;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07950;19960201080000;1400.000000;0;0.000000;274.650000;268.990000;66;0;0;0;8;8;1250;0;3;/;0.000000;mq;272.650000;mq;280.150000;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;3;0;0;0;0;0;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07952;19960201080000;1850.000000;180;2.500000;272.650000;267.850000;70;0;0;0;7;7;1750;0;3;/;0.000000;mq;271.650000;mq;278.350000;0.850000;mq;mq;3100.000000;mq;mq;270.540000;7;0;0;0;0;0;0;0;2;130;5.000000;1.850000;0.000000;mq;mq;mq;mq;mq;mq;
07953;19960201080000;1800.000000;0;0.000000;272.150000;268.280000;75;0;0;0;7;7;1250;5;7;/;0.000000;mq;271.650000;mq;276.150000;0.300000;mq;mq;3100.000000;mq;mq;269.350000;7;0;5;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07957;19960201080000;1720.000000;0;0.000000;272.650000;265.840000;60;0;0;0;8;8;2250;0;2;/;0.000000;mq;272.150000;mq;279.150000;0.500000;mq;mq;3100.000000;mq;mq;269.350000;7;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;6;6;0;1;380.000000;
07959;19960201080000;1860.000000;0;0.000000;271.150000;264.420000;60;0;0;0;7;7;800;5;/;/;0.000000;mq;269.150000;mq;276.150000;0.680000;mq;mq;3100.000000;mq;mq;268.250000;0;0;0;mq;4;2;9;9;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07961;19960201080000;1745.000000;240;2.000000;271.150000;266.780000;72;0;0;0;7;7;1750;0;3;/;0.000000;mq;270.150000;mq;276.650000;0.300000;mq;mq;3100.000000;mq;mq;267.040000;7;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07965;19960201080000;1500.000000;0;0.000000;273.650000;269.550000;74;0;0;0;6;6;2250;0;7;0;0.000000;mq;272.150000;mq;281.150000;0.030000;mq;mq;3100.000000;mq;mq;mq;6;0;0;0;0;0;0;0;2;0;0.000000;0.680000;0.000000;mq;mq;mq;mq;mq;mq;
07967;19960201080000;1600.000000;0;0.000000;273.250000;266.180000;59;0;0;0;7;7;2250;0;3;/;0.000000;mq;270.150000;mq;283.150000;0.550000;mq;mq;3100.000000;mq;mq;270.950000;7;0;0;0;0;0;0;0;1;0;0.000000;1.200000;0.000000;mq;mq;mq;mq;mq;mq;
07968;19960201080000;1600.000000;0;0.000000;273.150000;268.330000;70;0;0;0;5;5;1750;0;3;0;0.000000;mq;273.150000;mq;280.150000;0.080000;mq;mq;3100.000000;mq;mq;269.540000;8;0;0;0;0;0;0;0;2;0;0.000000;1.280000;0.000000;mq;8;3;0;2;mq;
07970;19960201080000;1780.000000;180;4.100000;272.850000;268.040000;70;0;0;0;6;6;800;2;/;/;0.000000;mq;271.150000;mq;278.650000;0.070000;mq;mq;3100.000000;mq;mq;272.450000;6;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07971;19960201080000;1520.000000;220;1.000000;276.650000;268.930000;57;0;0;0;2;1;1250;5;3;0;0.000000;mq;273.150000;mq;280.150000;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07972;19960201080000;2080.000000;130;15.400000;271.150000;263.990000;58;0;0;0;6;3;800;5;0;2;0.000000;mq;271.150000;mq;281.150000;0.160000;mq;mq;3100.000000;mq;mq;267.450000;7;0;0;3;0;0;0;0;1;130;40.000000;0.700000;0.000000;mq;mq;mq;mq;mq;mq;
07975;19960201080000;1420.000000;310;7.700000;274.650000;266.820000;56;0;0;0;8;8;800;6;7;/;0.000000;mq;272.650000;mq;280.650000;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07977;19960201080000;1640.000000;130;5.100000;268.150000;263.880000;72;70;7;7;8;8;450;0;2;0;0.100000;mq;265.150000;mq;273.150000;0.810000;mq;mq;3101.000000;mq;mq;269.650000;7;0;0;0;0;0;0;0;3;130;15.000000;1.750000;0.000000;mq;7;7;mq;mq;mq;
07980;19960201080000;1964.000000;0;0.000000;269.150000;267.750000;90;70;4;4;5;5;800;0;3;0;0.000000;mq;268.150000;mq;272.150000;0.550000;mq;mq;3101.000000;mq;mq;270.040000;7;0;6;mq;mq;mq;mq;mq;3;mq;mq;1.300000;0.000000;mq;1;8;0;2;mq;
07981;19960201080000;1680.000000;220;3.000000;267.750000;267.210000;96;0;4;4;5;5;150;5;0;2;0.000000;mq;267.150000;mq;272.650000;0.910000;mq;mq;3100.000000;mq;mq;267.850000;1;0;5;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;8;8;0;mq;mq;
07982;19960201080000;mq;220;1.500000;270.150000;269.880000;98;70;0;0;6;5;1750;0;3;0;mq;mq;268.150000;mq;275.150000;0.450000;mq;mq;3100.000000;mq;mq;mq;6;mq;mq;mq;0;0;0;0;2;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07983;19960201080000;733.000000;0;0.000000;271.150000;mq;mq;0;0;0;4;4;2250;5;0;0;0.000000;270.650000;mq;286.150000;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07986;19960201080000;1620.000000;90;5.100000;271.950000;271.670000;98;45;7;0;9;9;mq;/;/;/;mq;mq;267.150000;mq;272.150000;0.060000;mq;mq;3102.000000;mq;mq;272.450000;0;0;0;1;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
