numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07498;20161201073000;1850.000000;210;1.000000;268.350000;265.590000;81;0;0;0;3;0;8000;0;0;2;0.000000;mq;265.350000;mq;275.150000;0.050000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07815;20161201080000;2350.000000;360;2.000000;270.650000;mq;mq;0;0;0;2;0;8000;0;0;2;0.000000;mq;mq;mq;mq;0.600000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;8;3;mq;1;100.000000;
07912;20161201070000;1707.000000;40;1.000000;266.350000;262.490000;74;0;0;0;4;0;8000;0;0;2;0.000000;mq;263.550000;mq;272.350000;0.040000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20161201064500;1270.000000;0;0.000000;268.050000;264.650000;77;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.350000;mq;276.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07729;20161201070000;636.000000;0;0.000000;268.450000;267.770000;95;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.450000;mq;287.850000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07894;20161201070000;1350.000000;0;0.000000;272.650000;265.840000;60;0;0;0;1;0;8000;0;0;2;0.000000;mq;271.150000;mq;279.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07895;20161201064500;1970.000000;0;0.000000;270.150000;258.120000;39;0;0;0;3;0;8000;0;0;2;0.000000;mq;266.650000;mq;274.450000;0.150000;0.000000;-99;768.000000;3100.000000;mq;267.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07900;20161201073000;2040.000000;180;2.000000;271.850000;259.340000;38;0;0;0;6;0;8000;0;0;2;0.000000;mq;268.950000;mq;273.650000;0.280000;0.000000;-99;768.000000;3100.000000;mq;266.850000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;6;mq;1;mq;
07954;20161201065000;1107.000000;0;0.000000;275.850000;269.510000;63;0;0;0;0;0;mq;0;0;0;0.000000;mq;274.650000;mq;286.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20161201065000;680.000000;0;0.000000;269.150000;268.040000;92;0;0;0;0;0;mq;0;0;0;0.000000;mq;269.050000;mq;285.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20161201060500;790.000000;0;0.000000;269.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;268.650000;mq;273.850000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07484;20161201064500;1018.000000;0;0.000000;265.550000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.350000;mq;279.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07876;20161201070000;1270.000000;0;0.000000;273.150000;263.960000;50;0;0;0;0;0;mq;0;0;0;0.000000;mq;271.150000;mq;279.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20161201065000;1665.000000;90;4.000000;274.450000;259.920000;33;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.450000;mq;279.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07939;20161201070800;1860.000000;130;7.000000;269.750000;262.670000;58;0;0;0;0;0;mq;0;0;0;0.000000;mq;265.250000;mq;270.750000;0.260000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
