numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07881;20130301070000;2590.000000;0;0.000000;265.350000;258.090000;56;0;0;0;7;7;1250;0;3;/;0.000000;mq;262.550000;mq;273.650000;2.180000;0.000000;-99;768.000000;3100.000000;mq;263.450000;mq;0;0;0;mq;mq;mq;mq;2;270;2.000000;3.700000;0.000000;mq;2;4;mq;2;mq;
07909;20130301072500;1700.000000;360;2.000000;272.450000;262.530000;47;0;0;0;6;3;2250;0;3;2;0.000000;mq;268.150000;mq;278.050000;2.200000;0.000000;-99;768.000000;3100.000000;mq;266.650000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;2;mq;mq;mq;
07589;20130301080000;1570.000000;40;2.000000;272.150000;mq;mq;0;0;0;8;8;3500;0;1;/;0.000000;mq;268.650000;mq;277.650000;0.780000;0.000000;-99;768.000000;3100.000000;mq;271.850000;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;3;mq;1;mq;
07875;20130301074500;1860.000000;360;2.000000;269.150000;260.000000;49;0;0;0;8;8;2250;0;7;/;0.000000;mq;264.150000;mq;273.150000;1.820000;0.000000;-99;768.000000;3100.000000;mq;266.550000;mq;0;0;0;mq;mq;mq;mq;3;40;15.000000;mq;mq;mq;4;3;mq;1;150.000000;
07952;20130301080000;1840.000000;0;0.000000;267.950000;267.950000;100;71;7;4;8;8;450;0;3;/;2.500000;mq;mq;mq;mq;3.950000;0.010000;-99;768.000000;3101.000000;mq;267.050000;mq;0;0;mq;mq;mq;mq;mq;3;0;0.000000;mq;0.010000;mq;4;2;mq;1;120.000000;
07959;20130301074000;1860.000000;0;0.000000;268.050000;267.920000;99;70;7;0;9;9;mq;/;/;/;mq;mq;265.150000;mq;271.250000;3.410000;0.010000;-99;768.000000;3101.000000;mq;265.750000;mq;0;mq;0;mq;mq;mq;mq;3;0;0.000000;mq;mq;mq;9;3;mq;1;120.000000;
07970;20130301080000;1789.000000;40;7.000000;268.950000;268.410000;96;73;7;0;9;9;mq;/;/;/;1.400000;261.950000;mq;268.950000;mq;2.200000;0.030000;-99;768.000000;3103.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07986;20130301075500;1623.000000;40;10.000000;mq;mq;98;45;7;4;9;mq;mq;/;/;/;mq;mq;mq;mq;mq;2.720000;0.020000;-99;768.000000;3102.000000;mq;270.850000;mq;0;mq;2;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;9;2;mq;mq;mq;
07815;20130301080000;2450.000000;180;2.000000;265.150000;260.990000;72;0;0;0;8;8;1750;0;3;/;0.000000;mq;263.150000;mq;267.150000;1.730000;0.000000;-99;768.000000;3100.000000;mq;266.950000;mq;0;0;mq;mq;mq;mq;mq;2;360;7.000000;mq;mq;mq;3;3;mq;2;mq;
07889;20130301074500;1800.000000;0;0.000000;269.150000;261.440000;55;0;0;0;6;6;2250;0;1;0;0.000000;mq;266.650000;mq;275.650000;0.950000;0.000000;-99;768.000000;3100.000000;mq;271.950000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;4;4;mq;mq;mq;
07892;20130301073000;1700.000000;0;0.000000;266.650000;264.090000;82;0;0;0;7;7;3500;0;1;2;0.000000;mq;262.550000;mq;273.150000;1.200000;0.000000;-99;768.000000;3100.000000;mq;264.950000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;2;3;mq;2;mq;
07913;20130301075000;2320.000000;90;2.000000;266.850000;255.740000;41;36;7;0;7;0;8000;0;0;7;1.200000;mq;263.450000;mq;269.950000;1.310000;0.020000;-99;768.000000;3102.000000;mq;266.050000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;3;mq;mq;mq;
07484;20130301060000;1018.000000;0;0.000000;266.750000;265.520000;91;0;0;0;8;8;3500;0;1;/;0.000000;mq;262.150000;mq;278.650000;0.440000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
