numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07589;20131201081000;1570.000000;0;0.000000;270.150000;mq;mq;0;7;4;0;0;mq;0;0;0;0.600000;mq;268.150000;mq;270.150000;0.100000;0.010000;-99;768.000000;3101.000000;mq;270.350000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;8;mq;1;mq;
07876;20131201070000;1270.000000;0;0.000000;265.150000;261.330000;74;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.150000;mq;272.650000;0.200000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07898;20131201073000;1080.000000;360;7.000000;267.950000;mq;mq;0;7;0;8;8;150;6;/;/;0.100000;267.650000;mq;273.150000;mq;0.150000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07729;20131201080000;636.000000;0;0.000000;271.850000;269.970000;87;0;7;6;5;5;450;6;/;/;25.000000;mq;271.850000;mq;276.450000;0.190000;0.030000;-99;768.000000;3103.000000;mq;272.150000;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07904;20131201063000;2080.000000;0;0.000000;264.150000;255.610000;50;0;3;7;0;0;mq;0;0;0;0.900000;mq;mq;mq;270.150000;0.500000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07959;20131201074000;1860.000000;0;0.000000;266.050000;mq;mq;0;7;7;0;0;mq;0;0;0;38.000000;mq;265.650000;mq;269.750000;1.100000;0.360000;-99;768.000000;3136.000000;mq;266.050000;mq;0;mq;0;mq;mq;mq;mq;3;0;0.000000;mq;mq;mq;1;1;mq;1;120.000000;
07962;20131201075000;680.000000;0;0.000000;271.750000;270.620000;92;0;7;6;2;2;2250;0;3;/;25.000000;mq;271.350000;mq;275.050000;0.300000;0.100000;-99;768.000000;3110.000000;mq;271.450000;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07970;20131201080000;1789.000000;0;0.000000;266.050000;264.970000;92;0;7;7;2;1;1250;6;3;0;mq;mq;mq;mq;mq;1.300000;0.200000;-99;768.000000;3120.000000;mq;266.150000;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07983;20131201083000;733.000000;0;0.000000;271.150000;269.730000;90;0;7;0;0;0;mq;0;0;0;40.000000;mq;271.150000;mq;274.150000;0.570000;0.170000;-99;768.000000;3117.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20131201062000;790.000000;0;0.000000;266.150000;mq;mq;0;0;0;8;8;800;6;/;/;1.200000;mq;265.350000;mq;274.150000;0.140000;0.020000;-99;768.000000;3102.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07499;20131201080000;1025.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.160000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20131201073000;1327.000000;0;0.000000;271.150000;271.010000;99;0;7;4;0;0;mq;0;0;0;12.500000;mq;271.150000;mq;276.150000;0.600000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07720;20131201064500;2880.000000;mq;mq;mq;mq;mq;0;7;0;0;mq;mq;/;/;/;mq;mq;mq;mq;mq;mq;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07933;20131201072900;1908.000000;0;0.000000;267.350000;259.060000;52;0;7;0;0;0;mq;0;0;0;0.100000;mq;266.250000;mq;272.750000;0.140000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20131201065800;1115.000000;0;0.000000;268.150000;266.020000;85;0;7;4;1;1;1750;0;3;0;23.000000;mq;268.150000;mq;274.250000;0.480000;0.180000;-99;768.000000;3118.000000;mq;265.650000;mq;0;0;1;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;9;9;mq;0;145.000000;
07815;20131201080000;2350.000000;0;0.000000;262.150000;257.750000;70;0;7;4;0;0;mq;0;0;0;mq;mq;261.150000;mq;265.150000;0.680000;0.030000;-99;768.000000;3103.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07911;20131201075000;1620.000000;0;0.000000;268.150000;260.500000;55;0;0;7;0;0;mq;0;0;0;0.100000;mq;265.150000;mq;269.650000;0.340000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07912;20131201070000;1707.000000;0;0.000000;260.650000;258.360000;83;0;7;0;0;0;mq;0;0;0;3.100000;mq;260.150000;mq;270.250000;0.340000;0.070000;-99;768.000000;3107.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20131201075000;1000.000000;0;0.000000;269.250000;268.570000;95;0;7;0;0;0;mq;0;0;0;31.900000;mq;269.250000;mq;274.850000;0.390000;0.130000;-99;768.000000;3113.000000;mq;267.350000;mq;mq;mq;0;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;9;mq;mq;mq;
