numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07484;19970201080000;1020.000000;0;0.000000;266.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;265.650000;mq;282.150000;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07489;19970201080000;970.000000;0;0.000000;268.650000;mq;mq;49;4;0;9;9;mq;/;/;/;0.000000;267.650000;mq;277.150000;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;19970201080000;1850.000000;0;0.000000;265.040000;255.710000;47;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.650000;mq;274.350000;0.820000;mq;mq;3100.000000;mq;mq;262.850000;8;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;7;6;mq;mq;mq;
07499;19970201080000;1050.000000;0;0.000000;267.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;267.650000;mq;282.150000;mq;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07566;19970201080000;1795.000000;40;2.500000;265.250000;254.570000;42;0;0;0;0;0;mq;0;0;0;0.000000;mq;265.150000;mq;274.150000;0.900000;mq;mq;3100.000000;mq;mq;262.450000;8;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;8;7;0;2;mq;
07567;19970201080000;2100.000000;180;3.000000;270.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;269.350000;mq;275.250000;0.710000;mq;mq;3100.000000;mq;mq;263.650000;3;0;0;0;5;6;4;4;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;19970201080000;1570.000000;0;0.000000;273.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;271.150000;mq;280.150000;0.500000;mq;mq;3100.000000;mq;mq;268.150000;8;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07593;19970201080000;1336.000000;0;0.000000;268.150000;263.160000;68;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.040000;mq;283.150000;0.450000;mq;mq;3100.000000;mq;mq;268.350000;8;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07594;19970201080000;1860.000000;0;0.000000;270.850000;262.800000;54;0;0;0;0;0;mq;0;0;0;0.000000;mq;269.350000;mq;280.250000;1.240000;mq;mq;3100.000000;mq;mq;261.350000;7;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;19970201080000;1327.000000;0;0.000000;276.150000;mq;mq;45;6;4;9;9;mq;/;/;/;2.000000;276.150000;mq;281.650000;mq;0.000000;mq;mq;3100.000000;mq;mq;273.040000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07696;19970201080000;1850.000000;360;2.500000;267.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.150000;mq;278.150000;1.200000;mq;mq;3100.000000;mq;mq;268.150000;8;mq;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07697;19970201080000;1550.000000;0;0.000000;263.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;261.650000;mq;278.650000;0.980000;mq;mq;3100.000000;mq;mq;258.150000;8;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07715;19970201080000;2550.000000;0;0.000000;270.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;269.750000;mq;276.650000;1.450000;mq;mq;3100.000000;mq;mq;262.350000;8;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07721;19970201080000;mq;0;0.000000;272.650000;251.810000;19;0;0;0;0;0;mq;0;0;0;0.000000;mq;271.150000;mq;279.150000;1.340000;mq;mq;3100.000000;mq;mq;265.650000;7;0;7;0;0;0;0;0;1;40;8.000000;mq;0.000000;mq;mq;mq;mq;1;280.000000;
07725;19970201080000;1420.000000;0;0.000000;276.150000;275.280000;94;60;6;0;9;9;mq;/;/;/;3.000000;mq;276.150000;mq;281.150000;0.100000;mq;mq;3100.000000;mq;mq;272.850000;6;0;mq;mq;mq;mq;mq;mq;2;0;0.000000;0.350000;0.000000;mq;5;5;0;2;mq;
07811;19970201080000;2350.000000;0;0.000000;272.150000;247.140000;13;0;0;0;0;0;mq;0;0;0;0.000000;mq;271.650000;mq;276.150000;1.200000;mq;mq;3100.000000;mq;mq;260.850000;3;0;4;mq;0;0;0;0;2;mq;mq;mq;mq;mq;4;4;0;1;280.000000;
07812;19970201080000;1165.000000;0;0.000000;270.040000;267.090000;80;0;0;0;0;0;mq;0;0;0;0.000000;mq;269.150000;mq;274.150000;0.510000;mq;mq;3100.000000;mq;mq;266.250000;8;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07818;19970201080000;1250.000000;220;2.500000;269.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.150000;mq;282.150000;0.350000;mq;mq;3100.000000;mq;mq;264.950000;8;0;0;0;0;0;0;0;3;220;5.000000;1.300000;0.000000;mq;mq;mq;mq;mq;mq;
07856;19970201080000;1640.000000;40;2.500000;270.150000;254.990000;30;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.150000;mq;278.150000;0.730000;mq;mq;3100.000000;mq;mq;265.150000;8;0;8;0;0;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07870;19970201080000;1750.000000;0;0.000000;268.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.650000;mq;281.150000;0.380000;mq;mq;3100.000000;mq;mq;264.150000;8;0;mq;0;0;0;0;0;2;mq;mq;mq;mq;mq;7;6;0;mq;mq;
07872;19970201080000;1345.000000;0;0.000000;269.650000;255.310000;32;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.650000;mq;277.150000;0.450000;mq;mq;3100.000000;mq;mq;267.040000;6;0;7;0;0;0;0;0;2;0;0.000000;1.500000;0.000000;mq;mq;mq;mq;mq;mq;
07873;19970201080000;1470.000000;0;0.000000;271.350000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;269.350000;mq;276.850000;0.690000;mq;mq;3100.000000;mq;mq;265.450000;8;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07875;19970201080000;1860.000000;360;2.500000;269.150000;257.530000;40;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.150000;mq;275.650000;0.900000;mq;mq;3100.000000;mq;mq;262.250000;8;0;7;0;0;0;0;0;2;mq;mq;mq;mq;mq;8;7;mq;2;mq;
07878;19970201080000;1600.000000;360;2.500000;271.650000;263.780000;55;0;0;0;0;0;mq;0;0;0;0.000000;mq;269.650000;mq;281.150000;0.710000;mq;mq;3100.000000;mq;mq;270.540000;8;0;0;0;0;0;0;0;1;mq;mq;mq;mq;mq;6;8;0;mq;mq;
07879;19970201080000;1630.000000;0;0.000000;272.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;0.450000;mq;mq;3100.000000;mq;mq;266.650000;6;mq;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07881;19970201080000;2590.000000;0;0.000000;267.150000;255.110000;38;0;0;0;0;0;mq;0;0;0;0.000000;mq;265.150000;mq;270.150000;1.580000;mq;mq;3100.000000;mq;mq;260.750000;4;0;8;0;0;0;0;0;2;0;0.000000;2.340000;0.000000;mq;8;4;0;2;mq;
07882;19970201080000;1400.000000;0;0.000000;269.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.750000;mq;278.650000;0.230000;mq;mq;3100.000000;mq;mq;266.350000;8;0;7;0;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07884;19970201080000;1400.000000;0;0.000000;270.650000;264.160000;61;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.650000;mq;282.650000;0.880000;mq;mq;3100.000000;mq;mq;263.350000;8;0;8;0;0;0;0;0;mq;360;2.000000;1.080000;0.000000;mq;7;6;0;2;mq;
07885;19970201080000;1610.000000;0;0.000000;272.150000;259.280000;37;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.150000;mq;279.150000;0.750000;mq;mq;3100.000000;mq;mq;266.450000;7;0;4;0;0;0;0;0;2;mq;mq;mq;mq;mq;7;6;0;2;mq;
07886;19970201080000;1020.000000;90;2.500000;274.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.540000;mq;278.650000;0.300000;mq;mq;3100.000000;mq;mq;268.450000;8;0;7;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07887;19970201080000;1500.000000;0;0.000000;272.150000;259.610000;38;0;0;0;0;0;mq;0;0;0;0.000000;mq;271.650000;mq;279.650000;0.800000;mq;mq;3100.000000;mq;mq;mq;8;0;7;0;0;0;0;0;1;mq;mq;1.000000;0.000000;mq;mq;mq;mq;2;mq;
07888;19970201080000;1500.000000;90;5.100000;271.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.150000;mq;281.040000;0.430000;mq;mq;3100.000000;mq;mq;265.350000;8;0;7;0;0;0;0;0;1;mq;mq;mq;mq;mq;7;6;0;2;mq;
07889;19970201080000;1840.000000;0;0.000000;271.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.150000;mq;276.150000;0.500000;mq;mq;3100.000000;mq;mq;264.150000;8;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07890;19970201080000;2220.000000;180;2.000000;265.150000;254.470000;42;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.150000;mq;271.650000;1.490000;mq;mq;3100.000000;mq;mq;258.540000;1;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;4;8;0;1;190.000000;
07891;19970201080000;1200.000000;0;0.000000;271.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.150000;mq;278.150000;0.750000;mq;mq;3100.000000;mq;mq;264.450000;8;0;0;0;0;0;0;0;2;0;0.000000;1.500000;0.000000;mq;mq;mq;mq;mq;mq;
07892;19970201080000;1700.000000;0;0.000000;266.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.150000;mq;276.150000;1.040000;mq;mq;3100.000000;mq;mq;266.450000;7;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
