numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07873;20190401064500;1470.000000;360;3.000000;mq;mq;mq;0;0;0;3;0;8000;0;0;7;0.000000;mq;mq;mq;mq;0.540000;0.000000;-99;768.000000;3100.000000;mq;271.350000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07875;20190401071000;1860.000000;0;0.000000;273.150000;265.410000;56;0;0;0;6;6;3500;0;1;0;0.000000;mq;271.650000;mq;279.150000;1.180000;0.000000;-99;768.000000;3100.000000;mq;270.450000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07877;20190401072000;1645.000000;130;3.000000;278.650000;259.130000;23;0;0;0;7;0;8000;0;0;2;0.000000;mq;272.850000;mq;284.450000;0.680000;0.000000;-99;768.000000;3100.000000;mq;271.050000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07878;20190401073000;1600.000000;0;0.000000;279.650000;262.430000;28;0;0;0;8;8;8000;0;0;2;0.000000;mq;272.750000;mq;289.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;1;180;2.000000;mq;mq;mq;0;0;0;mq;mq;
07920;20190401070000;1720.000000;90;2.000000;274.850000;265.010000;48;0;0;0;7;7;1750;0;3;/;0.000000;mq;272.550000;mq;284.450000;0.490000;0.000000;-99;768.000000;3100.000000;mq;271.550000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;mq;mq;mq;7;7;mq;2;mq;
07921;20190401072000;1680.000000;0;0.000000;278.650000;270.810000;57;0;0;0;8;0;8000;0;0;2;0.000000;mq;272.150000;mq;285.250000;0.500000;0.000000;-99;768.000000;3100.000000;mq;272.450000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;0.000000;mq;7;7;mq;mq;mq;
07925;20190401064000;1905.000000;0;0.000000;274.150000;262.050000;40;0;0;0;6;0;8000;0;0;2;0.000000;mq;272.150000;mq;283.450000;0.400000;0.000000;-99;768.000000;3100.000000;mq;269.750000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;0.750000;0.000000;mq;7;7;mq;2;mq;
07952;20190401065700;1840.000000;0;0.000000;278.550000;mq;mq;0;6;0;8;8;800;5;/;/;0.400000;mq;mq;mq;mq;1.400000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;6;mq;1;440.000000;
07957;20190401072000;1740.000000;310;2.000000;276.950000;272.370000;72;0;7;0;8;8;1250;0;3;/;0.100000;mq;275.050000;mq;279.650000;0.500000;0.010000;-99;768.000000;3101.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07811;20190401074600;2350.000000;40;1.000000;275.050000;265.190000;48;0;0;0;8;8;3500;0;3;/;0.000000;mq;273.150000;mq;280.050000;1.070000;0.000000;-99;768.000000;3100.000000;mq;270.950000;mq;0;0;0;mq;mq;mq;mq;1;360;2.000000;mq;mq;mq;6;6;mq;2;mq;
07919;20190401075000;2130.000000;0;0.000000;276.750000;262.700000;35;0;0;0;6;0;8000;0;0;7;0.000000;mq;mq;mq;mq;0.250000;0.000000;-99;768.000000;3100.000000;mq;270.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07582;20190401073000;1350.000000;0;0.000000;277.750000;258.890000;24;0;0;0;8;0;8000;0;0;2;0.000000;mq;274.450000;mq;286.750000;0.150000;0.000000;-99;768.000000;3100.000000;mq;271.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07858;20190401073000;1765.000000;0;0.000000;276.950000;267.210000;49;0;0;0;4;4;8000;0;0;2;mq;mq;273.150000;mq;288.150000;1.580000;0.000000;-99;768.000000;3100.000000;mq;271.650000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;1.580000;0.000000;mq;7;7;mq;0;mq;
