numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07904;20200405073000;2080.000000;0;0.000000;269.050000;258.870000;45;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.550000;mq;280.350000;1.910000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07904;20200405113000;2080.000000;0;0.000000;283.450000;266.620000;30;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;1.890000;0.000000;-50;750.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;1;460.000000;
07589;20200406071500;1570.000000;0;0.000000;277.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;275.150000;mq;287.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07895;20200406055500;1970.000000;0;0.000000;270.850000;261.320000;48;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.650000;mq;282.150000;1.450000;0.000000;-99;768.000000;3100.000000;mq;270.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;6;mq;1;mq;
07904;20200406072500;2080.000000;140;5.000000;273.050000;262.530000;45;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.950000;mq;283.850000;1.890000;0.000000;-99;768.000000;3100.000000;mq;268.050000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07589;20200407072000;1570.000000;0;0.000000;278.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;276.150000;mq;287.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07895;20200407060000;1970.000000;0;0.000000;271.850000;265.500000;62;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.850000;mq;281.850000;1.430000;0.000000;-99;768.000000;3100.000000;mq;271.350000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;6;mq;1;mq;
07904;20200407075500;2080.000000;140;1.000000;275.950000;265.180000;45;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.650000;mq;279.150000;1.850000;0.000000;-99;768.000000;3100.000000;mq;268.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07589;20200408072000;1570.000000;0;0.000000;277.950000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;276.150000;mq;288.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07904;20200408075500;2080.000000;0;0.000000;273.850000;264.610000;50;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.750000;mq;282.150000;1.800000;0.000000;-99;768.000000;3100.000000;mq;270.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07912;20200409060000;1707.000000;60;1.000000;270.450000;266.100000;72;0;0;0;0;0;mq;0;0;0;0.000000;mq;269.750000;mq;285.050000;0.480000;0.000000;-99;768.000000;3100.000000;mq;267.650000;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;20200409065000;1570.000000;0;0.000000;278.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;276.650000;mq;288.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;20200410073000;1570.000000;0;0.000000;283.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;278.650000;mq;289.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07904;20200410070000;2080.000000;0;0.000000;272.050000;265.270000;60;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.650000;mq;284.050000;1.770000;0.000000;-99;768.000000;3100.000000;mq;267.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07912;20200410060000;1707.000000;60;1.000000;271.550000;267.870000;76;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.450000;mq;286.150000;0.470000;0.000000;-99;768.000000;3100.000000;mq;269.450000;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07904;20200411073000;2080.000000;0;0.000000;272.650000;265.840000;60;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.250000;mq;284.250000;1.740000;0.000000;-99;768.000000;3100.000000;mq;267.050000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07912;20200411110000;1707.000000;60;3.000000;282.650000;268.310000;36;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.450000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07904;20200412075500;2080.000000;140;3.000000;276.850000;268.640000;55;0;0;0;3;3;8000;0;0;2;0.000000;mq;270.550000;mq;280.050000;1.720000;0.000000;-99;768.000000;3100.000000;mq;271.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07912;20200412110000;1707.000000;190;2.000000;283.750000;269.290000;36;0;0;0;2;1;1250;2;0;2;mq;mq;mq;mq;mq;0.420000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07904;20200413075500;2080.000000;0;0.000000;276.550000;268.360000;55;0;0;0;4;2;3500;0;3;2;0.000000;mq;272.050000;mq;281.950000;1.660000;0.000000;-99;768.000000;3100.000000;mq;272.650000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;6;mq;1;490.000000;
07912;20200413110000;1707.000000;60;2.000000;282.450000;268.850000;38;0;0;0;5;5;1250;0;3;0;mq;mq;mq;mq;mq;0.380000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;20200414071000;1570.000000;0;0.000000;278.650000;mq;mq;0;0;0;1;1;3500;0;3;0;0.000000;mq;276.350000;mq;288.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;20200415072000;1570.000000;0;0.000000;280.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;277.150000;mq;287.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07499;20200416063000;1025.000000;0;0.000000;mq;mq;mq;0;0;0;4;0;8000;0;0;2;0.000000;mq;mq;mq;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;20200417071000;1570.000000;0;0.000000;281.650000;mq;mq;0;0;0;4;1;3500;0;3;2;0.000000;mq;278.250000;mq;290.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07895;20200417060000;1970.000000;0;0.000000;275.350000;270.450000;70;0;0;0;4;0;8000;0;0;2;0.000000;mq;274.950000;mq;283.850000;1.100000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07904;20200417075500;2080.000000;0;0.000000;278.550000;268.950000;50;0;0;0;1;1;8000;0;0;2;0.000000;mq;271.950000;mq;284.350000;1.520000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07904;20200418075000;2080.000000;0;0.000000;279.050000;269.420000;50;0;0;0;4;4;8000;0;0;2;0.000000;mq;273.050000;mq;284.550000;1.490000;0.000000;-99;768.000000;3100.000000;mq;272.850000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;6;mq;1;480.000000;
07912;20200418110000;1707.000000;0;0.000000;286.850000;274.170000;42;0;0;0;5;5;1250;0;3;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;20200419071000;1570.000000;0;0.000000;283.150000;mq;mq;0;0;0;8;8;3500;0;7;/;0.000000;mq;281.150000;mq;291.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07895;20200420060000;1970.000000;0;0.000000;277.650000;276.150000;90;0;0;0;5;3;2250;0;3;2;0.000000;mq;276.650000;mq;282.650000;0.980000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07589;20200420072000;1570.000000;0;0.000000;282.150000;mq;mq;0;6;0;7;7;1750;0;7;0;0.700000;mq;277.150000;mq;285.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07904;20200421060000;2080.000000;270;2.000000;277.250000;272.270000;70;0;0;0;8;8;450;2;/;/;0.000000;mq;276.650000;mq;281.250000;1.410000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;6;mq;1;500.000000;
07912;20200421060000;1707.000000;0;0.000000;276.550000;274.910000;89;61;6;0;8;8;250;5;2;/;0.200000;mq;276.550000;mq;283.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07895;20200422055000;1970.000000;0;0.000000;273.150000;268.710000;72;0;0;0;0;0;mq;0;0;0;0.000000;mq;273.150000;mq;281.150000;0.830000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;6;mq;1;mq;
07904;20200422063000;2080.000000;90;3.000000;275.150000;268.200000;60;0;0;0;1;1;1750;2;0;0;0.000000;mq;272.750000;mq;279.450000;1.380000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07912;20200422060000;1707.000000;180;1.000000;274.050000;270.300000;76;0;6;0;3;3;1250;0;3;0;0.400000;mq;274.050000;mq;281.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07895;20200423055500;1970.000000;0;0.000000;272.650000;264.480000;54;0;0;0;0;0;mq;0;0;0;0.000000;mq;272.150000;mq;282.150000;0.770000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07589;20200424073000;1570.000000;0;0.000000;282.650000;mq;mq;0;0;0;1;1;3500;0;3;0;0.000000;mq;279.150000;mq;291.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07904;20200425130000;2080.000000;0;0.000000;280.550000;272.100000;55;0;0;0;1;1;1750;2;0;0;mq;mq;mq;mq;mq;1.240000;0.000000;-50;750.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;6;mq;1;8.000000;
07904;20200425075500;2080.000000;0;0.000000;279.450000;271.070000;55;0;0;0;0;0;mq;0;0;0;0.000000;mq;272.250000;mq;281.550000;1.240000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07912;20200425110000;1707.000000;90;2.000000;286.850000;272.050000;36;0;0;0;4;4;1250;2;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07895;20200426110000;1970.000000;0;0.000000;279.650000;278.130000;90;16;0;0;8;2;450;2;3;/;mq;mq;mq;mq;mq;0.570000;0.000000;-50;750.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6;6;mq;1;mq;
07904;20200426075500;2080.000000;0;0.000000;278.450000;274.380000;75;0;6;0;8;8;150;2;/;/;0.100000;mq;274.950000;mq;284.150000;1.190000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;6;mq;1;500.000000;
07912;20200426110000;1707.000000;180;2.000000;284.550000;277.760000;63;0;0;0;6;6;1250;0;2;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;20200427071500;1570.000000;0;0.000000;281.650000;mq;mq;0;6;4;6;1;450;6;3;0;3.300000;mq;278.150000;mq;286.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;20200428072000;1570.000000;0;0.000000;279.150000;mq;mq;61;6;4;8;8;80;6;/;/;3.400000;mq;278.650000;mq;287.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;8;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07895;20200429055500;1970.000000;0;0.000000;272.650000;271.210000;90;0;7;6;6;6;150;2;0;0;24.600000;mq;271.450000;mq;278.650000;0.450000;0.040000;-99;768.000000;3104.000000;mq;273.150000;mq;0;9;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;6;mq;2;mq;
07589;20200430071000;1570.000000;0;0.000000;278.650000;mq;mq;61;6;4;8;8;1250;0;7;/;0.300000;mq;276.650000;mq;285.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;5;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
