numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07889;20150201073500;1800.000000;0;0.000000;264.150000;259.850000;71;71;7;7;8;8;30;6;/;/;3.200000;mq;260.650000;mq;267.150000;0.600000;0.080000;-99;768.000000;3108.000000;mq;267.150000;mq;0;mq;0;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07896;20150201074000;1416.000000;0;0.000000;266.650000;265.280000;90;71;7;7;8;8;450;0;2;/;7.300000;mq;260.150000;mq;270.550000;0.760000;0.110000;-99;768.000000;3111.000000;mq;267.750000;mq;0;0;mq;mq;mq;mq;mq;4;0;0.000000;mq;mq;mq;1;1;mq;0;109.000000;
07912;20150201070000;1707.000000;0;0.000000;264.650000;263.310000;90;71;7;0;8;8;80;5;2;/;4.700000;mq;256.150000;mq;268.950000;0.570000;0.120000;-99;768.000000;3112.000000;mq;268.650000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;0;60.000000;
07913;20150201074500;2320.000000;270;2.000000;260.550000;258.840000;87;70;7;3;8;8;80;0;7;/;6.200000;mq;258.550000;mq;265.750000;1.000000;0.100000;-99;768.000000;3110.000000;mq;260.750000;mq;0;0;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07893;20150201075000;1780.000000;0;0.000000;264.150000;263.230000;93;70;7;4;9;9;mq;/;/;/;8.800000;mq;259.450000;mq;268.350000;1.050000;0.120000;-99;768.000000;3112.000000;mq;264.150000;mq;0;mq;mq;mq;mq;mq;mq;4;mq;mq;1.650000;0.260000;mq;9;2;mq;0;67.000000;
07815;20150201083000;2350.000000;360;2.000000;262.150000;261.510000;95;73;7;4;9;9;mq;/;/;/;4.100000;mq;257.350000;mq;267.350000;1.360000;0.090000;-99;768.000000;3109.000000;mq;263.050000;mq;0;mq;mq;mq;mq;mq;mq;4;270;14.000000;mq;mq;mq;1;1;mq;0;140.000000;
07965;20150201082500;1460.000000;360;7.000000;267.850000;267.180000;95;73;7;3;9;9;mq;/;/;/;25.000000;mq;267.750000;mq;271.850000;1.250000;0.300000;-99;768.000000;3130.000000;mq;267.450000;mq;0;mq;mq;mq;mq;mq;mq;5;mq;mq;mq;mq;mq;1;9;mq;0;160.000000;
07903;20150201084500;1400.000000;310;2.000000;267.550000;266.320000;91;73;9;7;9;9;mq;/;/;/;17.900000;mq;265.150000;mq;270.150000;1.000000;0.400000;-99;768.000000;3140.000000;mq;268.950000;mq;0;mq;mq;mq;mq;mq;mq;4;310;7.000000;1.400000;0.500000;mq;1;2;mq;mq;mq;
07942;20150201084500;1910.000000;0;0.000000;265.950000;257.990000;53;0;0;0;6;0;8000;0;0;2;0.000000;mq;262.450000;mq;271.150000;0.450000;0.000000;-99;768.000000;3100.000000;mq;263.350000;mq;0;0;0;mq;mq;mq;mq;3;360;3.000000;mq;0.000000;mq;3;4;mq;1;100.000000;
07880;20150201084000;2050.000000;220;2.000000;264.650000;263.450000;91;71;7;4;9;9;mq;/;/;/;6.300000;mq;261.950000;mq;mq;0.850000;0.100000;-99;768.000000;3110.000000;mq;262.250000;mq;0;mq;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;1;mq;0;120.000000;
07938;20150201084000;1550.000000;0;0.000000;262.150000;258.750000;76;0;0;0;2;0;8000;0;0;2;0.000000;mq;260.950000;mq;272.050000;0.230000;0.000000;-99;768.000000;3100.000000;mq;263.750000;mq;mq;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;3;mq;1;130.000000;
07894;20150201074000;1350.000000;0;0.000000;267.150000;265.490000;88;73;7;0;9;9;mq;/;/;/;13.600000;mq;264.150000;mq;271.150000;1.000000;0.260000;-99;768.000000;3126.000000;mq;269.950000;mq;0;mq;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;9;mq;0;60.000000;
07876;20150201060000;1270.000000;0;0.000000;267.250000;mq;mq;73;7;0;8;8;250;0;3;/;6.400000;mq;mq;mq;mq;1.280000;0.100000;-99;768.000000;3110.000000;mq;267.650000;mq;0;0;0;mq;mq;mq;mq;4;310;7.000000;mq;0.150000;mq;1;1;mq;mq;mq;
07907;20150201080000;1585.000000;310;2.000000;266.150000;266.150000;100;73;7;0;9;9;mq;/;/;/;5.500000;mq;263.650000;mq;271.650000;0.950000;0.090000;-99;768.000000;3109.000000;mq;267.150000;mq;0;mq;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;1;mq;0;74.000000;
07970;20150201080000;1789.000000;310;2.000000;266.250000;mq;mq;73;7;7;9;9;mq;/;/;/;mq;mq;266.050000;mq;270.750000;1.150000;0.230000;-99;768.000000;3123.000000;mq;269.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07974;20150201074000;1500.000000;90;7.000000;267.550000;267.010000;96;75;7;7;9;9;mq;/;/;/;mq;mq;267.450000;mq;270.150000;1.350000;0.480000;-99;768.000000;3148.000000;mq;271.650000;mq;0;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;1;mq;0;100.000000;
07458;20150201075000;1160.000000;0;0.000000;268.550000;267.730000;94;73;7;4;9;9;mq;/;/;/;7.700000;mq;265.650000;mq;270.850000;0.890000;0.150000;-99;768.000000;3115.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;4;270;4.000000;0.160000;0.190000;mq;mq;mq;mq;0;mq;
07721;20150201082000;1756.000000;270;4.000000;264.750000;263.820000;93;71;7;4;9;9;mq;/;/;/;9.200000;mq;263.650000;mq;268.050000;1.260000;0.190000;-99;768.000000;3119.000000;mq;266.350000;mq;0;mq;0;mq;mq;mq;mq;4;230;5.000000;1.190000;0.170000;mq;9;2;mq;0;53.000000;
07595;20150201085900;1915.000000;360;2.000000;264.350000;262.720000;88;45;7;4;9;9;mq;/;/;/;5.700000;mq;262.050000;mq;267.950000;0.390000;0.030000;-99;768.000000;3103.000000;mq;268.250000;mq;0;mq;mq;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;2;2;mq;0;180.000000;
